index,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,variance,AUC,
4640,3,2,0,-2,-1,2,3,5,4,6,3,-3,-1,0,6.821428571,0.992141453,[0.991086162143-0.993196743644]
4641,3,2,0,-3,-1,2,3,5,4,6,3,-3,-1,0,7.387755102,0.992141453,[0.991086162143-0.993196743644]
4642,3,2,0,-3,-2,2,3,5,4,6,3,-3,-1,0,7.801020408,0.992141453,[0.991086162143-0.993196743644]
2241,2,1,0,-1,0,1,5,6,5,7,4,-4,-1,0,9.31122449,0.992133438,[0.990945287390-0.993321588901]
2975,2,1,0,-2,0,1,5,6,5,7,4,-4,-1,0,9.775510204,0.992133438,[0.990945287390-0.993321588901]
2982,2,1,0,-3,0,1,5,6,5,7,4,-4,-1,0,10.37244898,0.992133438,[0.990945287390-0.993321588901]
2989,2,1,0,-4,0,1,5,6,5,7,4,-4,-1,0,11.10204082,0.992133438,[0.990945287390-0.993321588901]
3112,2,1,0,-2,-1,1,5,6,5,7,4,-4,-1,0,10.08673469,0.992133438,[0.990945287390-0.993321588901]
3119,2,1,0,-3,-1,1,5,6,5,7,4,-4,-1,0,10.67346939,0.992133438,[0.990945287390-0.993321588901]
3126,2,1,0,-4,-1,1,5,6,5,7,4,-4,-1,0,11.39285714,0.992133438,[0.990945287390-0.993321588901]
3137,2,1,0,-3,-2,1,5,6,5,7,4,-4,-1,0,11.10714286,0.992133438,[0.990945287390-0.993321588901]
3144,2,1,0,-4,-2,1,5,6,5,7,4,-4,-1,0,11.81632653,0.992133438,[0.990945287390-0.993321588901]
3145,2,1,0,-4,-3,1,5,6,5,7,4,-4,-1,0,12.37244898,0.992133438,[0.990945287390-0.993321588901]
2242,2,1,0,-1,0,1,5,6,5,7,4,-4,-2,0,9.775510204,0.992122175,[0.990933962475-0.993310387710]
2976,2,1,0,-2,0,1,5,6,5,7,4,-4,-2,0,10.22959184,0.992122175,[0.990933962475-0.993310387710]
2983,2,1,0,-3,0,1,5,6,5,7,4,-4,-2,0,10.81632653,0.992122175,[0.990933962475-0.993310387710]
2990,2,1,0,-4,0,1,5,6,5,7,4,-4,-2,0,11.53571429,0.992122175,[0.990933962475-0.993310387710]
3113,2,1,0,-2,-1,1,5,6,5,7,4,-4,-2,0,10.53061224,0.992122175,[0.990933962475-0.993310387710]
3120,2,1,0,-3,-1,1,5,6,5,7,4,-4,-2,0,11.10714286,0.992122175,[0.990933962475-0.993310387710]
3127,2,1,0,-4,-1,1,5,6,5,7,4,-4,-2,0,11.81632653,0.992122175,[0.990933962475-0.993310387710]
3138,2,1,0,-3,-2,1,5,6,5,7,4,-4,-2,0,11.53061224,0.992122175,[0.990933962475-0.993310387710]
3146,2,1,0,-4,-2,1,5,6,5,7,4,-4,-2,0,12.22959184,0.992122175,[0.990933962475-0.993310387710]
3147,2,1,0,-4,-3,1,5,6,5,7,4,-4,-2,0,12.7755102,0.992122175,[0.990933962475-0.993310387710]
853,2,1,0,-1,0,1,4,5,4,6,3,-3,0,1,5.801020408,0.992115842,[0.990927565214-0.993304119386]
893,2,1,0,-2,0,1,4,5,4,6,3,-3,0,1,6.244897959,0.992115842,[0.990927565214-0.993304119386]
894,2,1,0,-3,0,1,4,5,4,6,3,-3,0,1,6.821428571,0.992115842,[0.990927565214-0.993304119386]
895,2,1,0,-2,-1,1,4,5,4,6,3,-3,0,1,6.535714286,0.992115842,[0.990927565214-0.993304119386]
896,2,1,0,-3,-1,1,4,5,4,6,3,-3,0,1,7.102040816,0.992115842,[0.990927565214-0.993304119386]
897,2,1,0,-3,-2,1,4,5,4,6,3,-3,0,1,7.515306122,0.992115842,[0.990927565214-0.993304119386]
2234,2,1,0,-1,0,1,4,6,5,7,4,-4,-1,0,8.918367347,0.992115842,[0.990927565214-0.993304119386]
2950,2,1,0,-2,0,1,4,6,5,7,4,-4,-1,0,9.37244898,0.992115842,[0.990927565214-0.993304119386]
2957,2,1,0,-3,0,1,4,6,5,7,4,-4,-1,0,9.959183673,0.992115842,[0.990927565214-0.993304119386]
2964,2,1,0,-4,0,1,4,6,5,7,4,-4,-1,0,10.67857143,0.992115842,[0.990927565214-0.993304119386]
3054,2,1,0,-2,-1,1,4,6,5,7,4,-4,-1,0,9.673469388,0.992115842,[0.990927565214-0.993304119386]
3061,2,1,0,-3,-1,1,4,6,5,7,4,-4,-1,0,10.25,0.992115842,[0.990927565214-0.993304119386]
3068,2,1,0,-4,-1,1,4,6,5,7,4,-4,-1,0,10.95918367,0.992115842,[0.990927565214-0.993304119386]
3079,2,1,0,-3,-2,1,4,6,5,7,4,-4,-1,0,10.67346939,0.992115842,[0.990927565214-0.993304119386]
3086,2,1,0,-4,-2,1,4,6,5,7,4,-4,-1,0,11.37244898,0.992115842,[0.990927565214-0.993304119386]
3087,2,1,0,-4,-3,1,4,6,5,7,4,-4,-1,0,11.91836735,0.992115842,[0.990927565214-0.993304119386]
2247,2,1,0,-1,0,1,5,6,5,7,5,-5,-4,0,12.3877551,0.992109011,[0.990894898697-0.993323123641]
2981,2,1,0,-2,0,1,5,6,5,7,5,-5,-4,0,12.82142857,0.992109011,[0.990894898697-0.993323123641]
2988,2,1,0,-3,0,1,5,6,5,7,5,-5,-4,0,13.3877551,0.992109011,[0.990894898697-0.993323123641]
2995,2,1,0,-4,0,1,5,6,5,7,5,-5,-4,0,14.08673469,0.992109011,[0.990894898697-0.993323123641]
2999,2,1,0,-5,0,1,5,6,5,7,5,-5,-4,0,14.91836735,0.992109011,[0.990894898697-0.993323123641]
3118,2,1,0,-2,-1,1,5,6,5,7,5,-5,-4,0,13.10204082,0.992109011,[0.990894898697-0.993323123641]
3125,2,1,0,-3,-1,1,5,6,5,7,5,-5,-4,0,13.65816327,0.992109011,[0.990894898697-0.993323123641]
3132,2,1,0,-4,-1,1,5,6,5,7,5,-5,-4,0,14.34693878,0.992109011,[0.990894898697-0.993323123641]
3136,2,1,0,-5,-1,1,5,6,5,7,5,-5,-4,0,15.16836735,0.992109011,[0.990894898697-0.993323123641]
3143,2,1,0,-3,-2,1,5,6,5,7,5,-5,-4,0,14.06122449,0.992109011,[0.990894898697-0.993323123641]
3153,2,1,0,-4,-2,1,5,6,5,7,5,-5,-4,0,14.73979592,0.992109011,[0.990894898697-0.993323123641]
3157,2,1,0,-5,-2,1,5,6,5,7,5,-5,-4,0,15.55102041,0.992109011,[0.990894898697-0.993323123641]
3161,2,1,0,-4,-3,1,5,6,5,7,5,-5,-4,0,15.26530612,0.992109011,[0.990894898697-0.993323123641]
3165,2,1,0,-5,-3,1,5,6,5,7,5,-5,-4,0,16.06632653,0.992109011,[0.990894898697-0.993323123641]
3169,2,1,0,-5,-4,1,5,6,5,7,5,-5,-4,0,16.71428571,0.992109011,[0.990894898697-0.993323123641]
2415,3,1,0,-1,0,2,4,5,4,6,4,-4,-3,0,8.392857143,0.99210591,[0.990946161074-0.993265659821]
4767,3,1,0,-2,0,2,4,5,4,6,4,-4,-3,0,8.816326531,0.99210591,[0.990946161074-0.993265659821]
4771,3,1,0,-3,0,2,4,5,4,6,4,-4,-3,0,9.37244898,0.99210591,[0.990946161074-0.993265659821]
4775,3,1,0,-4,0,2,4,5,4,6,4,-4,-3,0,10.06122449,0.99210591,[0.990946161074-0.993265659821]
4803,3,1,0,-2,-1,2,4,5,4,6,4,-4,-3,0,9.086734694,0.99210591,[0.990946161074-0.993265659821]
4805,3,1,0,-3,-1,2,4,5,4,6,4,-4,-3,0,9.632653061,0.99210591,[0.990946161074-0.993265659821]
4807,3,1,0,-4,-1,2,4,5,4,6,4,-4,-3,0,10.31122449,0.99210591,[0.990946161074-0.993265659821]
4809,3,1,0,-3,-2,2,4,5,4,6,4,-4,-3,0,10.0255102,0.99210591,[0.990946161074-0.993265659821]
4811,3,1,0,-4,-2,2,4,5,4,6,4,-4,-3,0,10.69387755,0.99210591,[0.990946161074-0.993265659821]
4813,3,1,0,-4,-3,2,4,5,4,6,4,-4,-3,0,11.20918367,0.99210591,[0.990946161074-0.993265659821]
2215,2,1,0,-1,0,1,4,5,4,6,3,-3,-1,1,6.102040816,0.992105524,[0.990917180629-0.993293866929]
2235,2,1,0,-1,0,1,4,6,5,7,4,-4,-2,0,9.37244898,0.992105524,[0.990917180629-0.993293866929]
2843,2,1,0,-2,0,1,4,5,4,6,3,-3,-1,1,6.535714286,0.992105524,[0.990917180629-0.993293866929]
2845,2,1,0,-3,0,1,4,5,4,6,3,-3,-1,1,7.102040816,0.992105524,[0.990917180629-0.993293866929]
2863,2,1,0,-2,-1,1,4,5,4,6,3,-3,-1,1,6.816326531,0.992105524,[0.990917180629-0.993293866929]
2865,2,1,0,-3,-1,1,4,5,4,6,3,-3,-1,1,7.37244898,0.992105524,[0.990917180629-0.993293866929]
2867,2,1,0,-3,-2,1,4,5,4,6,3,-3,-1,1,7.775510204,0.992105524,[0.990917180629-0.993293866929]
2951,2,1,0,-2,0,1,4,6,5,7,4,-4,-2,0,9.816326531,0.992105524,[0.990917180629-0.993293866929]
2958,2,1,0,-3,0,1,4,6,5,7,4,-4,-2,0,10.39285714,0.992105524,[0.990917180629-0.993293866929]
2965,2,1,0,-4,0,1,4,6,5,7,4,-4,-2,0,11.10204082,0.992105524,[0.990917180629-0.993293866929]
3055,2,1,0,-2,-1,1,4,6,5,7,4,-4,-2,0,10.10714286,0.992105524,[0.990917180629-0.993293866929]
3062,2,1,0,-3,-1,1,4,6,5,7,4,-4,-2,0,10.67346939,0.992105524,[0.990917180629-0.993293866929]
3069,2,1,0,-4,-1,1,4,6,5,7,4,-4,-2,0,11.37244898,0.992105524,[0.990917180629-0.993293866929]
3080,2,1,0,-3,-2,1,4,6,5,7,4,-4,-2,0,11.08673469,0.992105524,[0.990917180629-0.993293866929]
3088,2,1,0,-4,-2,1,4,6,5,7,4,-4,-2,0,11.7755102,0.992105524,[0.990917180629-0.993293866929]
3089,2,1,0,-4,-3,1,4,6,5,7,4,-4,-2,0,12.31122449,0.992105524,[0.990917180629-0.993293866929]
451,3,2,0,-1,0,2,3,4,3,5,2,-2,-1,1,3.964285714,0.992095945,[0.991038954932-0.993152935352]
458,3,2,0,-2,0,2,3,4,3,5,2,-2,-1,1,4.387755102,0.992095945,[0.991038954932-0.993152935352]
463,3,2,0,-2,-1,2,3,4,3,5,2,-2,-1,1,4.658163265,0.992095945,[0.991038954932-0.993152935352]
2396,3,2,0,-1,0,2,3,5,4,6,3,-3,-2,0,6.530612245,0.992095945,[0.991038954932-0.993152935352]
4635,3,2,0,-2,0,2,3,5,4,6,3,-3,-2,0,6.964285714,0.992095945,[0.991038954932-0.993152935352]
4636,3,2,0,-3,0,2,3,5,4,6,3,-3,-2,0,7.530612245,0.992095945,[0.991038954932-0.993152935352]
4646,3,2,0,-2,-1,2,3,5,4,6,3,-3,-2,0,7.244897959,0.992095945,[0.991038954932-0.993152935352]
4647,3,2,0,-3,-1,2,3,5,4,6,3,-3,-2,0,7.801020408,0.992095945,[0.991038954932-0.993152935352]
4648,3,2,0,-3,-2,2,3,5,4,6,3,-3,-2,0,8.204081633,0.992095945,[0.991038954932-0.993152935352]
2227,2,1,0,-1,0,1,4,5,4,6,4,-4,-3,1,8.102040816,0.992075509,[0.990860895102-0.993290122525]
2240,2,1,0,-1,0,1,4,6,5,7,5,-5,-4,0,11.96428571,0.992075509,[0.990860895102-0.993290122525]
2925,2,1,0,-2,0,1,4,5,4,6,4,-4,-3,1,8.515306122,0.992075509,[0.990860895102-0.993290122525]
2928,2,1,0,-3,0,1,4,5,4,6,4,-4,-3,1,9.06122449,0.992075509,[0.990860895102-0.993290122525]
2931,2,1,0,-4,0,1,4,5,4,6,4,-4,-3,1,9.739795918,0.992075509,[0.990860895102-0.993290122525]
2956,2,1,0,-2,0,1,4,6,5,7,5,-5,-4,0,12.3877551,0.992075509,[0.990860895102-0.993290122525]
2963,2,1,0,-3,0,1,4,6,5,7,5,-5,-4,0,12.94387755,0.992075509,[0.990860895102-0.993290122525]
2970,2,1,0,-4,0,1,4,6,5,7,5,-5,-4,0,13.63265306,0.992075509,[0.990860895102-0.993290122525]
2974,2,1,0,-5,0,1,4,6,5,7,5,-5,-4,0,14.45408163,0.992075509,[0.990860895102-0.993290122525]
3002,2,1,0,-2,-1,1,4,5,4,6,4,-4,-3,1,8.775510204,0.992075509,[0.990860895102-0.993290122525]
3005,2,1,0,-3,-1,1,4,5,4,6,4,-4,-3,1,9.31122449,0.992075509,[0.990860895102-0.993290122525]
3008,2,1,0,-4,-1,1,4,5,4,6,4,-4,-3,1,9.979591837,0.992075509,[0.990860895102-0.993290122525]
3011,2,1,0,-3,-2,1,4,5,4,6,4,-4,-3,1,9.693877551,0.992075509,[0.990860895102-0.993290122525]
3016,2,1,0,-4,-2,1,4,5,4,6,4,-4,-3,1,10.35204082,0.992075509,[0.990860895102-0.993290122525]
3017,2,1,0,-4,-3,1,4,5,4,6,4,-4,-3,1,10.85714286,0.992075509,[0.990860895102-0.993290122525]
3060,2,1,0,-2,-1,1,4,6,5,7,5,-5,-4,0,12.65816327,0.992075509,[0.990860895102-0.993290122525]
3067,2,1,0,-3,-1,1,4,6,5,7,5,-5,-4,0,13.20408163,0.992075509,[0.990860895102-0.993290122525]
3074,2,1,0,-4,-1,1,4,6,5,7,5,-5,-4,0,13.88265306,0.992075509,[0.990860895102-0.993290122525]
3078,2,1,0,-5,-1,1,4,6,5,7,5,-5,-4,0,14.69387755,0.992075509,[0.990860895102-0.993290122525]
3085,2,1,0,-3,-2,1,4,6,5,7,5,-5,-4,0,13.59693878,0.992075509,[0.990860895102-0.993290122525]
3095,2,1,0,-4,-2,1,4,6,5,7,5,-5,-4,0,14.26530612,0.992075509,[0.990860895102-0.993290122525]
3099,2,1,0,-5,-2,1,4,6,5,7,5,-5,-4,0,15.06632653,0.992075509,[0.990860895102-0.993290122525]
3103,2,1,0,-4,-3,1,4,6,5,7,5,-5,-4,0,14.78061224,0.992075509,[0.990860895102-0.993290122525]
3107,2,1,0,-5,-3,1,4,6,5,7,5,-5,-4,0,15.57142857,0.992075509,[0.990860895102-0.993290122525]
3111,2,1,0,-5,-4,1,4,6,5,7,5,-5,-4,0,16.20918367,0.992075509,[0.990860895102-0.993290122525]
2243,2,1,0,-1,0,1,5,6,5,7,4,-4,-3,0,10.37244898,0.992073779,[0.990884286337-0.993263270958]
2977,2,1,0,-2,0,1,5,6,5,7,4,-4,-3,0,10.81632653,0.992073779,[0.990884286337-0.993263270958]
2984,2,1,0,-3,0,1,5,6,5,7,4,-4,-3,0,11.39285714,0.992073779,[0.990884286337-0.993263270958]
2991,2,1,0,-4,0,1,5,6,5,7,4,-4,-3,0,12.10204082,0.992073779,[0.990884286337-0.993263270958]
3114,2,1,0,-2,-1,1,5,6,5,7,4,-4,-3,0,11.10714286,0.992073779,[0.990884286337-0.993263270958]
3121,2,1,0,-3,-1,1,5,6,5,7,4,-4,-3,0,11.67346939,0.992073779,[0.990884286337-0.993263270958]
3128,2,1,0,-4,-1,1,5,6,5,7,4,-4,-3,0,12.37244898,0.992073779,[0.990884286337-0.993263270958]
3139,2,1,0,-3,-2,1,5,6,5,7,4,-4,-3,0,12.08673469,0.992073779,[0.990884286337-0.993263270958]
3148,2,1,0,-4,-2,1,5,6,5,7,4,-4,-3,0,12.7755102,0.992073779,[0.990884286337-0.993263270958]
3149,2,1,0,-4,-3,1,5,6,5,7,4,-4,-3,0,13.31122449,0.992073779,[0.990884286337-0.993263270958]
810,3,2,0,-1,0,1,3,4,3,5,3,-3,0,1,4.392857143,0.992073513,[0.990963338561-0.993183687433]
827,3,2,0,-2,0,1,3,4,3,5,3,-3,0,1,4.816326531,0.992073513,[0.990963338561-0.993183687433]
829,3,2,0,-3,0,1,3,4,3,5,3,-3,0,1,5.37244898,0.992073513,[0.990963338561-0.993183687433]
831,3,2,0,-2,-1,1,3,4,3,5,3,-3,0,1,5.086734694,0.992073513,[0.990963338561-0.993183687433]
833,3,2,0,-3,-1,1,3,4,3,5,3,-3,0,1,5.632653061,0.992073513,[0.990963338561-0.993183687433]
835,3,2,0,-3,-2,1,3,4,3,5,3,-3,0,1,6.025510204,0.992073513,[0.990963338561-0.993183687433]
2261,3,2,0,-1,0,1,3,5,4,6,4,-4,-1,0,7.102040816,0.992073513,[0.990963338561-0.993183687433]
3445,3,2,0,-2,0,1,3,5,4,6,4,-4,-1,0,7.535714286,0.992073513,[0.990963338561-0.993183687433]
3448,3,2,0,-3,0,1,3,5,4,6,4,-4,-1,0,8.102040816,0.992073513,[0.990963338561-0.993183687433]
3451,3,2,0,-4,0,1,3,5,4,6,4,-4,-1,0,8.801020408,0.992073513,[0.990963338561-0.993183687433]
3472,3,2,0,-2,-1,1,3,5,4,6,4,-4,-1,0,7.816326531,0.992073513,[0.990963338561-0.993183687433]
3475,3,2,0,-3,-1,1,3,5,4,6,4,-4,-1,0,8.37244898,0.992073513,[0.990963338561-0.993183687433]
3478,3,2,0,-4,-1,1,3,5,4,6,4,-4,-1,0,9.06122449,0.992073513,[0.990963338561-0.993183687433]
3481,3,2,0,-3,-2,1,3,5,4,6,4,-4,-1,0,8.775510204,0.992073513,[0.990963338561-0.993183687433]
3484,3,2,0,-4,-2,1,3,5,4,6,4,-4,-1,0,9.454081633,0.992073513,[0.990963338561-0.993183687433]
3485,3,2,0,-4,-3,1,3,5,4,6,4,-4,-1,0,9.979591837,0.992073513,[0.990963338561-0.993183687433]
2216,2,1,0,-1,0,1,4,5,4,6,3,-3,-2,1,6.535714286,0.992056551,[0.990866937349-0.993246165186]
2236,2,1,0,-1,0,1,4,6,5,7,4,-4,-3,0,9.959183673,0.992056551,[0.990866937349-0.993246165186]
2844,2,1,0,-2,0,1,4,5,4,6,3,-3,-2,1,6.959183673,0.992056551,[0.990866937349-0.993246165186]
2846,2,1,0,-3,0,1,4,5,4,6,3,-3,-2,1,7.515306122,0.992056551,[0.990866937349-0.993246165186]
2864,2,1,0,-2,-1,1,4,5,4,6,3,-3,-2,1,7.229591837,0.992056551,[0.990866937349-0.993246165186]
2866,2,1,0,-3,-1,1,4,5,4,6,3,-3,-2,1,7.775510204,0.992056551,[0.990866937349-0.993246165186]
2868,2,1,0,-3,-2,1,4,5,4,6,3,-3,-2,1,8.168367347,0.992056551,[0.990866937349-0.993246165186]
2952,2,1,0,-2,0,1,4,6,5,7,4,-4,-3,0,10.39285714,0.992056551,[0.990866937349-0.993246165186]
2959,2,1,0,-3,0,1,4,6,5,7,4,-4,-3,0,10.95918367,0.992056551,[0.990866937349-0.993246165186]
2966,2,1,0,-4,0,1,4,6,5,7,4,-4,-3,0,11.65816327,0.992056551,[0.990866937349-0.993246165186]
3056,2,1,0,-2,-1,1,4,6,5,7,4,-4,-3,0,10.67346939,0.992056551,[0.990866937349-0.993246165186]
3063,2,1,0,-3,-1,1,4,6,5,7,4,-4,-3,0,11.22959184,0.992056551,[0.990866937349-0.993246165186]
3070,2,1,0,-4,-1,1,4,6,5,7,4,-4,-3,0,11.91836735,0.992056551,[0.990866937349-0.993246165186]
3081,2,1,0,-3,-2,1,4,6,5,7,4,-4,-3,0,11.63265306,0.992056551,[0.990866937349-0.993246165186]
3090,2,1,0,-4,-2,1,4,6,5,7,4,-4,-3,0,12.31122449,0.992056551,[0.990866937349-0.993246165186]
3091,2,1,0,-4,-3,1,4,6,5,7,4,-4,-3,0,12.83673469,0.992056551,[0.990866937349-0.993246165186]
2345,2,1,0,-1,0,3,4,6,4,7,4,-4,-1,0,8.596938776,0.992054213,[0.990894620074-0.993213805060]
4051,2,1,0,-2,0,3,4,6,4,7,4,-4,-1,0,9.06122449,0.992054213,[0.990894620074-0.993213805060]
4060,2,1,0,-3,0,3,4,6,4,7,4,-4,-1,0,9.658163265,0.992054213,[0.990894620074-0.993213805060]
4063,2,1,0,-4,0,3,4,6,4,7,4,-4,-1,0,10.3877551,0.992054213,[0.990894620074-0.993213805060]
4266,2,1,0,-2,-1,3,4,6,4,7,4,-4,-1,0,9.37244898,0.992054213,[0.990894620074-0.993213805060]
4275,2,1,0,-3,-1,3,4,6,4,7,4,-4,-1,0,9.959183673,0.992054213,[0.990894620074-0.993213805060]
4278,2,1,0,-4,-1,3,4,6,4,7,4,-4,-1,0,10.67857143,0.992054213,[0.990894620074-0.993213805060]
4290,2,1,0,-3,-2,3,4,6,4,7,4,-4,-1,0,10.39285714,0.992054213,[0.990894620074-0.993213805060]
4293,2,1,0,-4,-2,3,4,6,4,7,4,-4,-1,0,11.10204082,0.992054213,[0.990894620074-0.993213805060]
4296,2,1,0,-4,-3,3,4,6,4,7,4,-4,-1,0,11.65816327,0.992054213,[0.990894620074-0.993213805060]
2344,2,1,0,-1,0,3,4,5,4,7,4,-4,-1,0,8.06122449,0.992053073,[0.990893475778-0.993212670672]
4033,2,1,0,-2,0,3,4,5,4,7,4,-4,-1,0,8.515306122,0.992053073,[0.990893475778-0.993212670672]
4042,2,1,0,-3,0,3,4,5,4,7,4,-4,-1,0,9.102040816,0.992053073,[0.990893475778-0.993212670672]
4045,2,1,0,-4,0,3,4,5,4,7,4,-4,-1,0,9.821428571,0.992053073,[0.990893475778-0.993212670672]
4230,2,1,0,-2,-1,3,4,5,4,7,4,-4,-1,0,8.816326531,0.992053073,[0.990893475778-0.993212670672]
4239,2,1,0,-3,-1,3,4,5,4,7,4,-4,-1,0,9.392857143,0.992053073,[0.990893475778-0.993212670672]
4242,2,1,0,-4,-1,3,4,5,4,7,4,-4,-1,0,10.10204082,0.992053073,[0.990893475778-0.993212670672]
4254,2,1,0,-3,-2,3,4,5,4,7,4,-4,-1,0,9.816326531,0.992053073,[0.990893475778-0.993212670672]
4257,2,1,0,-4,-2,3,4,5,4,7,4,-4,-1,0,10.51530612,0.992053073,[0.990893475778-0.993212670672]
4260,2,1,0,-4,-3,3,4,5,4,7,4,-4,-1,0,11.06122449,0.992053073,[0.990893475778-0.993212670672]
2004,3,2,0,-1,0,1,3,4,3,5,3,-3,-1,1,4.673469388,0.992030217,[0.990918564506-0.993141869544]
2042,3,2,0,-2,0,1,3,4,3,5,3,-3,-1,1,5.086734694,0.992030217,[0.990918564506-0.993141869544]
2046,3,2,0,-3,0,1,3,4,3,5,3,-3,-1,1,5.632653061,0.992030217,[0.990918564506-0.993141869544]
2062,3,2,0,-2,-1,1,3,4,3,5,3,-3,-1,1,5.346938776,0.992030217,[0.990918564506-0.993141869544]
2066,3,2,0,-3,-1,1,3,4,3,5,3,-3,-1,1,5.882653061,0.992030217,[0.990918564506-0.993141869544]
2070,3,2,0,-3,-2,1,3,4,3,5,3,-3,-1,1,6.265306122,0.992030217,[0.990918564506-0.993141869544]
2263,3,2,0,-1,0,1,3,5,4,6,4,-4,-2,0,7.535714286,0.992030217,[0.990918564506-0.993141869544]
3446,3,2,0,-2,0,1,3,5,4,6,4,-4,-2,0,7.959183673,0.992030217,[0.990918564506-0.993141869544]
3449,3,2,0,-3,0,1,3,5,4,6,4,-4,-2,0,8.515306122,0.992030217,[0.990918564506-0.993141869544]
3452,3,2,0,-4,0,1,3,5,4,6,4,-4,-2,0,9.204081633,0.992030217,[0.990918564506-0.993141869544]
3473,3,2,0,-2,-1,1,3,5,4,6,4,-4,-2,0,8.229591837,0.992030217,[0.990918564506-0.993141869544]
3476,3,2,0,-3,-1,1,3,5,4,6,4,-4,-2,0,8.775510204,0.992030217,[0.990918564506-0.993141869544]
3479,3,2,0,-4,-1,1,3,5,4,6,4,-4,-2,0,9.454081633,0.992030217,[0.990918564506-0.993141869544]
3482,3,2,0,-3,-2,1,3,5,4,6,4,-4,-2,0,9.168367347,0.992030217,[0.990918564506-0.993141869544]
3486,3,2,0,-4,-2,1,3,5,4,6,4,-4,-2,0,9.836734694,0.992030217,[0.990918564506-0.993141869544]
3487,3,2,0,-4,-3,1,3,5,4,6,4,-4,-2,0,10.35204082,0.992030217,[0.990918564506-0.993141869544]
2347,2,1,0,-1,0,3,4,6,4,7,4,-4,-2,0,9.06122449,0.992002125,[0.990840985720-0.993163264414]
4052,2,1,0,-2,0,3,4,6,4,7,4,-4,-2,0,9.515306122,0.992002125,[0.990840985720-0.993163264414]
4061,2,1,0,-3,0,3,4,6,4,7,4,-4,-2,0,10.10204082,0.992002125,[0.990840985720-0.993163264414]
4064,2,1,0,-4,0,3,4,6,4,7,4,-4,-2,0,10.82142857,0.992002125,[0.990840985720-0.993163264414]
4267,2,1,0,-2,-1,3,4,6,4,7,4,-4,-2,0,9.816326531,0.992002125,[0.990840985720-0.993163264414]
4276,2,1,0,-3,-1,3,4,6,4,7,4,-4,-2,0,10.39285714,0.992002125,[0.990840985720-0.993163264414]
4279,2,1,0,-4,-1,3,4,6,4,7,4,-4,-2,0,11.10204082,0.992002125,[0.990840985720-0.993163264414]
4291,2,1,0,-3,-2,3,4,6,4,7,4,-4,-2,0,10.81632653,0.992002125,[0.990840985720-0.993163264414]
4294,2,1,0,-4,-2,3,4,6,4,7,4,-4,-2,0,11.51530612,0.992002125,[0.990840985720-0.993163264414]
4297,2,1,0,-4,-3,3,4,6,4,7,4,-4,-2,0,12.06122449,0.992002125,[0.990840985720-0.993163264414]
2346,2,1,0,-1,0,3,4,5,4,7,4,-4,-2,0,8.515306122,0.992000986,[0.990839841448-0.993162130003]
4034,2,1,0,-2,0,3,4,5,4,7,4,-4,-2,0,8.959183673,0.992000986,[0.990839841448-0.993162130003]
4043,2,1,0,-3,0,3,4,5,4,7,4,-4,-2,0,9.535714286,0.992000986,[0.990839841448-0.993162130003]
4046,2,1,0,-4,0,3,4,5,4,7,4,-4,-2,0,10.24489796,0.992000986,[0.990839841448-0.993162130003]
4231,2,1,0,-2,-1,3,4,5,4,7,4,-4,-2,0,9.25,0.992000986,[0.990839841448-0.993162130003]
4240,2,1,0,-3,-1,3,4,5,4,7,4,-4,-2,0,9.816326531,0.992000986,[0.990839841448-0.993162130003]
4243,2,1,0,-4,-1,3,4,5,4,7,4,-4,-2,0,10.51530612,0.992000986,[0.990839841448-0.993162130003]
4255,2,1,0,-3,-2,3,4,5,4,7,4,-4,-2,0,10.22959184,0.992000986,[0.990839841448-0.993162130003]
4258,2,1,0,-4,-2,3,4,5,4,7,4,-4,-2,0,10.91836735,0.992000986,[0.990839841448-0.993162130003]
4261,2,1,0,-4,-3,3,4,5,4,7,4,-4,-2,0,11.45408163,0.992000986,[0.990839841448-0.993162130003]
2407,3,1,0,-1,0,3,4,5,4,6,3,-3,-1,0,6.489795918,0.991991748,[0.990863875127-0.993119620884]
4704,3,1,0,-2,0,3,4,5,4,6,3,-3,-1,0,6.943877551,0.991991748,[0.990863875127-0.993119620884]
4706,3,1,0,-3,0,3,4,5,4,6,3,-3,-1,0,7.530612245,0.991991748,[0.990863875127-0.993119620884]
4720,3,1,0,-2,-1,3,4,5,4,6,3,-3,-1,0,7.244897959,0.991991748,[0.990863875127-0.993119620884]
4722,3,1,0,-3,-1,3,4,5,4,6,3,-3,-1,0,7.821428571,0.991991748,[0.990863875127-0.993119620884]
4724,3,1,0,-3,-2,3,4,5,4,6,3,-3,-1,0,8.244897959,0.991991748,[0.990863875127-0.993119620884]
2006,3,2,0,-1,0,1,3,4,3,5,3,-3,-2,1,5.086734694,0.991964219,[0.990847190275-0.993081248371]
2044,3,2,0,-2,0,1,3,4,3,5,3,-3,-2,1,5.489795918,0.991964219,[0.990847190275-0.993081248371]
2048,3,2,0,-3,0,1,3,4,3,5,3,-3,-2,1,6.025510204,0.991964219,[0.990847190275-0.993081248371]
2064,3,2,0,-2,-1,1,3,4,3,5,3,-3,-2,1,5.739795918,0.991964219,[0.990847190275-0.993081248371]
2068,3,2,0,-3,-1,1,3,4,3,5,3,-3,-2,1,6.265306122,0.991964219,[0.990847190275-0.993081248371]
