index,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,variance,AUC,
2503,2,1,0,-2,0,1,3,5,4,6,3,-3,-1,1,6.244897959,0.990441834,[0.989246083167-0.991637584549]
2505,2,1,0,-3,0,1,3,5,4,6,3,-3,-1,1,6.801020408,0.990441834,[0.989246083167-0.991637584549]
2519,2,1,0,-2,-1,1,3,5,4,6,3,-3,-1,1,6.515306122,0.990441834,[0.989246083167-0.991637584549]
2521,2,1,0,-3,-1,1,3,5,4,6,3,-3,-1,1,7.06122449,0.990441834,[0.989246083167-0.991637584549]
2523,2,1,0,-3,-2,1,3,5,4,6,3,-3,-1,1,7.454081633,0.990441834,[0.989246083167-0.991637584549]
2595,2,1,0,-2,0,1,3,6,5,7,4,-4,-2,0,9.535714286,0.990441834,[0.989246083167-0.991637584549]
2602,2,1,0,-3,0,1,3,6,5,7,4,-4,-2,0,10.10204082,0.990441834,[0.989246083167-0.991637584549]
2609,2,1,0,-4,0,1,3,6,5,7,4,-4,-2,0,10.80102041,0.990441834,[0.989246083167-0.991637584549]
2674,2,1,0,-2,-1,1,3,6,5,7,4,-4,-2,0,9.816326531,0.990441834,[0.989246083167-0.991637584549]
2681,2,1,0,-3,-1,1,3,6,5,7,4,-4,-2,0,10.37244898,0.990441834,[0.989246083167-0.991637584549]
2688,2,1,0,-4,-1,1,3,6,5,7,4,-4,-2,0,11.06122449,0.990441834,[0.989246083167-0.991637584549]
2699,2,1,0,-3,-2,1,3,6,5,7,4,-4,-2,0,10.7755102,0.990441834,[0.989246083167-0.991637584549]
2707,2,1,0,-4,-2,1,3,6,5,7,4,-4,-2,0,11.45408163,0.990441834,[0.989246083167-0.991637584549]
2708,2,1,0,-4,-3,1,3,6,5,7,4,-4,-2,0,11.97959184,0.990441834,[0.989246083167-0.991637584549]
3283,2,1,0,-2,-1,0,5,6,5,7,4,-4,-2,0,10.67857143,0.99043571,[0.989036594071-0.991834826212]
3290,2,1,0,-3,-1,0,5,6,5,7,4,-4,-2,0,11.24489796,0.99043571,[0.989036594071-0.991834826212]
3297,2,1,0,-4,-1,0,5,6,5,7,4,-4,-2,0,11.94387755,0.99043571,[0.989036594071-0.991834826212]
3308,2,1,0,-3,-2,0,5,6,5,7,4,-4,-2,0,11.65816327,0.99043571,[0.989036594071-0.991834826212]
3316,2,1,0,-4,-2,0,5,6,5,7,4,-4,-2,0,12.34693878,0.99043571,[0.989036594071-0.991834826212]
3317,2,1,0,-4,-3,0,5,6,5,7,4,-4,-2,0,12.88265306,0.99043571,[0.989036594071-0.991834826212]
898,2,1,0,-2,-1,0,4,5,4,6,3,-3,0,1,6.673469388,0.990429377,[0.989030210448-0.991828544251]
899,2,1,0,-3,-1,0,4,5,4,6,3,-3,0,1,7.229591837,0.990429377,[0.989030210448-0.991828544251]
900,2,1,0,-3,-2,0,4,5,4,6,3,-3,0,1,7.632653061,0.990429377,[0.989030210448-0.991828544251]
3224,2,1,0,-2,-1,0,4,6,5,7,4,-4,-1,0,9.821428571,0.990429377,[0.989030210448-0.991828544251]
3231,2,1,0,-3,-1,0,4,6,5,7,4,-4,-1,0,10.3877551,0.990429377,[0.989030210448-0.991828544251]
3238,2,1,0,-4,-1,0,4,6,5,7,4,-4,-1,0,11.08673469,0.990429377,[0.989030210448-0.991828544251]
3249,2,1,0,-3,-2,0,4,6,5,7,4,-4,-1,0,10.80102041,0.990429377,[0.989030210448-0.991828544251]
3256,2,1,0,-4,-2,0,4,6,5,7,4,-4,-1,0,11.48979592,0.990429377,[0.989030210448-0.991828544251]
3257,2,1,0,-4,-3,0,4,6,5,7,4,-4,-1,0,12.0255102,0.990429377,[0.989030210448-0.991828544251]
3288,2,1,0,-2,-1,0,5,6,5,7,5,-5,-4,0,13.22959184,0.990425689,[0.989004991105-0.991846386405]
3295,2,1,0,-3,-1,0,5,6,5,7,5,-5,-4,0,13.7755102,0.990425689,[0.989004991105-0.991846386405]
3302,2,1,0,-4,-1,0,5,6,5,7,5,-5,-4,0,14.45408163,0.990425689,[0.989004991105-0.991846386405]
3306,2,1,0,-5,-1,0,5,6,5,7,5,-5,-4,0,15.26530612,0.990425689,[0.989004991105-0.991846386405]
3313,2,1,0,-3,-2,0,5,6,5,7,5,-5,-4,0,14.16836735,0.990425689,[0.989004991105-0.991846386405]
3323,2,1,0,-4,-2,0,5,6,5,7,5,-5,-4,0,14.83673469,0.990425689,[0.989004991105-0.991846386405]
3327,2,1,0,-5,-2,0,5,6,5,7,5,-5,-4,0,15.6377551,0.990425689,[0.989004991105-0.991846386405]
3331,2,1,0,-4,-3,0,5,6,5,7,5,-5,-4,0,15.35204082,0.990425689,[0.989004991105-0.991846386405]
3335,2,1,0,-5,-3,0,5,6,5,7,5,-5,-4,0,16.14285714,0.990425689,[0.989004991105-0.991846386405]
3339,2,1,0,-5,-4,0,5,6,5,7,5,-5,-4,0,16.78061224,0.990425689,[0.989004991105-0.991846386405]
2893,2,1,0,-2,-1,0,4,5,4,6,3,-3,-1,1,6.943877551,0.990419059,[0.989019841874-0.991818275783]
2895,2,1,0,-3,-1,0,4,5,4,6,3,-3,-1,1,7.489795918,0.990419059,[0.989019841874-0.991818275783]
2897,2,1,0,-3,-2,0,4,5,4,6,3,-3,-1,1,7.882653061,0.990419059,[0.989019841874-0.991818275783]
3225,2,1,0,-2,-1,0,4,6,5,7,4,-4,-2,0,10.24489796,0.990419059,[0.989019841874-0.991818275783]
3232,2,1,0,-3,-1,0,4,6,5,7,4,-4,-2,0,10.80102041,0.990419059,[0.989019841874-0.991818275783]
3239,2,1,0,-4,-1,0,4,6,5,7,4,-4,-2,0,11.48979592,0.990419059,[0.989019841874-0.991818275783]
3250,2,1,0,-3,-2,0,4,6,5,7,4,-4,-2,0,11.20408163,0.990419059,[0.989019841874-0.991818275783]
3258,2,1,0,-4,-2,0,4,6,5,7,4,-4,-2,0,11.88265306,0.990419059,[0.989019841874-0.991818275783]
3259,2,1,0,-4,-3,0,4,6,5,7,4,-4,-2,0,12.40816327,0.990419059,[0.989019841874-0.991818275783]
2001,2,1,0,-1,0,1,3,4,3,5,3,-3,-1,2,4.515306122,0.990416644,[0.989200129587-0.991633158166]
2025,2,1,0,-2,0,1,3,4,3,5,3,-3,-1,2,4.918367347,0.990416644,[0.989200129587-0.991633158166]
2027,2,1,0,-3,0,1,3,4,3,5,3,-3,-1,2,5.454081633,0.990416644,[0.989200129587-0.991633158166]
2029,2,1,0,-2,-1,1,3,4,3,5,3,-3,-1,2,5.168367347,0.990416644,[0.989200129587-0.991633158166]
2031,2,1,0,-3,-1,1,3,4,3,5,3,-3,-1,2,5.693877551,0.990416644,[0.989200129587-0.991633158166]
2033,2,1,0,-3,-2,1,3,4,3,5,3,-3,-1,2,6.066326531,0.990416644,[0.989200129587-0.991633158166]
2200,2,1,0,-1,0,1,3,5,4,6,4,-4,-2,1,7.244897959,0.990416644,[0.989200129587-0.991633158166]
2213,2,1,0,-1,0,1,3,6,5,7,5,-5,-3,0,10.96428571,0.990416644,[0.989200129587-0.991633158166]
2568,2,1,0,-2,0,1,3,5,4,6,4,-4,-2,1,7.658163265,0.990416644,[0.989200129587-0.991633158166]
2571,2,1,0,-3,0,1,3,5,4,6,4,-4,-2,1,8.204081633,0.990416644,[0.989200129587-0.991633158166]
2574,2,1,0,-4,0,1,3,5,4,6,4,-4,-2,1,8.882653061,0.990416644,[0.989200129587-0.991633158166]
2599,2,1,0,-2,0,1,3,6,5,7,5,-5,-3,0,11.3877551,0.990416644,[0.989200129587-0.991633158166]
2606,2,1,0,-3,0,1,3,6,5,7,5,-5,-3,0,11.94387755,0.990416644,[0.989200129587-0.991633158166]
2613,2,1,0,-4,0,1,3,6,5,7,5,-5,-3,0,12.63265306,0.990416644,[0.989200129587-0.991633158166]
2617,2,1,0,-5,0,1,3,6,5,7,5,-5,-3,0,13.45408163,0.990416644,[0.989200129587-0.991633158166]
2620,2,1,0,-2,-1,1,3,5,4,6,4,-4,-2,1,7.918367347,0.990416644,[0.989200129587-0.991633158166]
2623,2,1,0,-3,-1,1,3,5,4,6,4,-4,-2,1,8.454081633,0.990416644,[0.989200129587-0.991633158166]
2626,2,1,0,-4,-1,1,3,5,4,6,4,-4,-2,1,9.12244898,0.990416644,[0.989200129587-0.991633158166]
2629,2,1,0,-3,-2,1,3,5,4,6,4,-4,-2,1,8.836734694,0.990416644,[0.989200129587-0.991633158166]
2633,2,1,0,-4,-2,1,3,5,4,6,4,-4,-2,1,9.494897959,0.990416644,[0.989200129587-0.991633158166]
2634,2,1,0,-4,-3,1,3,5,4,6,4,-4,-2,1,10,0.990416644,[0.989200129587-0.991633158166]
2678,2,1,0,-2,-1,1,3,6,5,7,5,-5,-3,0,11.65816327,0.990416644,[0.989200129587-0.991633158166]
2685,2,1,0,-3,-1,1,3,6,5,7,5,-5,-3,0,12.20408163,0.990416644,[0.989200129587-0.991633158166]
2692,2,1,0,-4,-1,1,3,6,5,7,5,-5,-3,0,12.88265306,0.990416644,[0.989200129587-0.991633158166]
2696,2,1,0,-5,-1,1,3,6,5,7,5,-5,-3,0,13.69387755,0.990416644,[0.989200129587-0.991633158166]
2703,2,1,0,-3,-2,1,3,6,5,7,5,-5,-3,0,12.59693878,0.990416644,[0.989200129587-0.991633158166]
2713,2,1,0,-4,-2,1,3,6,5,7,5,-5,-3,0,13.26530612,0.990416644,[0.989200129587-0.991633158166]
2717,2,1,0,-5,-2,1,3,6,5,7,5,-5,-3,0,14.06632653,0.990416644,[0.989200129587-0.991633158166]
2721,2,1,0,-4,-3,1,3,6,5,7,5,-5,-3,0,13.78061224,0.990416644,[0.989200129587-0.991633158166]
2725,2,1,0,-5,-3,1,3,6,5,7,5,-5,-3,0,14.57142857,0.990416644,[0.989200129587-0.991633158166]
2729,2,1,0,-5,-4,1,3,6,5,7,5,-5,-3,0,15.20918367,0.990416644,[0.989200129587-0.991633158166]
425,2,1,0,-1,0,1,3,4,3,5,2,-2,-1,2,3.801020408,0.990393806,[0.989196804904-0.991590806852]
431,2,1,0,-2,0,1,3,4,3,5,2,-2,-1,2,4.204081633,0.990393806,[0.989196804904-0.991590806852]
432,2,1,0,-2,-1,1,3,4,3,5,2,-2,-1,2,4.454081633,0.990393806,[0.989196804904-0.991590806852]
2192,2,1,0,-1,0,1,3,5,4,6,3,-3,-2,1,6.244897959,0.990393806,[0.989196804904-0.991590806852]
2210,2,1,0,-1,0,1,3,6,5,7,4,-4,-3,0,9.678571429,0.990393806,[0.989196804904-0.991590806852]
2504,2,1,0,-2,0,1,3,5,4,6,3,-3,-2,1,6.658163265,0.990393806,[0.989196804904-0.991590806852]
2506,2,1,0,-3,0,1,3,5,4,6,3,-3,-2,1,7.204081633,0.990393806,[0.989196804904-0.991590806852]
2520,2,1,0,-2,-1,1,3,5,4,6,3,-3,-2,1,6.918367347,0.990393806,[0.989196804904-0.991590806852]
2522,2,1,0,-3,-1,1,3,5,4,6,3,-3,-2,1,7.454081633,0.990393806,[0.989196804904-0.991590806852]
2524,2,1,0,-3,-2,1,3,5,4,6,3,-3,-2,1,7.836734694,0.990393806,[0.989196804904-0.991590806852]
2596,2,1,0,-2,0,1,3,6,5,7,4,-4,-3,0,10.10204082,0.990393806,[0.989196804904-0.991590806852]
2603,2,1,0,-3,0,1,3,6,5,7,4,-4,-3,0,10.65816327,0.990393806,[0.989196804904-0.991590806852]
2610,2,1,0,-4,0,1,3,6,5,7,4,-4,-3,0,11.34693878,0.990393806,[0.989196804904-0.991590806852]
2675,2,1,0,-2,-1,1,3,6,5,7,4,-4,-3,0,10.37244898,0.990393806,[0.989196804904-0.991590806852]
2682,2,1,0,-3,-1,1,3,6,5,7,4,-4,-3,0,10.91836735,0.990393806,[0.989196804904-0.991590806852]
2689,2,1,0,-4,-1,1,3,6,5,7,4,-4,-3,0,11.59693878,0.990393806,[0.989196804904-0.991590806852]
2700,2,1,0,-3,-2,1,3,6,5,7,4,-4,-3,0,11.31122449,0.990393806,[0.989196804904-0.991590806852]
2709,2,1,0,-4,-2,1,3,6,5,7,4,-4,-3,0,11.97959184,0.990393806,[0.989196804904-0.991590806852]
2710,2,1,0,-4,-3,1,3,6,5,7,4,-4,-3,0,12.49489796,0.990393806,[0.989196804904-0.991590806852]
3172,2,1,0,-2,-1,0,4,5,4,6,4,-4,-3,1,8.882653061,0.990392186,[0.988971080093-0.991813292706]
3175,2,1,0,-3,-1,0,4,5,4,6,4,-4,-3,1,9.408163265,0.990392186,[0.988971080093-0.991813292706]
3178,2,1,0,-4,-1,0,4,5,4,6,4,-4,-3,1,10.06632653,0.990392186,[0.988971080093-0.991813292706]
3181,2,1,0,-3,-2,0,4,5,4,6,4,-4,-3,1,9.780612245,0.990392186,[0.988971080093-0.991813292706]
3186,2,1,0,-4,-2,0,4,5,4,6,4,-4,-3,1,10.42857143,0.990392186,[0.988971080093-0.991813292706]
3187,2,1,0,-4,-3,0,4,5,4,6,4,-4,-3,1,10.92346939,0.990392186,[0.988971080093-0.991813292706]
3230,2,1,0,-2,-1,0,4,6,5,7,5,-5,-4,0,12.7755102,0.990392186,[0.988971080093-0.991813292706]
3237,2,1,0,-3,-1,0,4,6,5,7,5,-5,-4,0,13.31122449,0.990392186,[0.988971080093-0.991813292706]
3244,2,1,0,-4,-1,0,4,6,5,7,5,-5,-4,0,13.97959184,0.990392186,[0.988971080093-0.991813292706]
3248,2,1,0,-5,-1,0,4,6,5,7,5,-5,-4,0,14.78061224,0.990392186,[0.988971080093-0.991813292706]
3255,2,1,0,-3,-2,0,4,6,5,7,5,-5,-4,0,13.69387755,0.990392186,[0.988971080093-0.991813292706]
3265,2,1,0,-4,-2,0,4,6,5,7,5,-5,-4,0,14.35204082,0.990392186,[0.988971080093-0.991813292706]
3269,2,1,0,-5,-2,0,4,6,5,7,5,-5,-4,0,15.14285714,0.990392186,[0.988971080093-0.991813292706]
3273,2,1,0,-4,-3,0,4,6,5,7,5,-5,-4,0,14.85714286,0.990392186,[0.988971080093-0.991813292706]
3277,2,1,0,-5,-3,0,4,6,5,7,5,-5,-4,0,15.6377551,0.990392186,[0.988971080093-0.991813292706]
3281,2,1,0,-5,-4,0,4,6,5,7,5,-5,-4,0,16.26530612,0.990392186,[0.988971080093-0.991813292706]
3284,2,1,0,-2,-1,0,5,6,5,7,4,-4,-3,0,11.24489796,0.990387404,[0.988987231412-0.991787576032]
3291,2,1,0,-3,-1,0,5,6,5,7,4,-4,-3,0,11.80102041,0.990387404,[0.988987231412-0.991787576032]
3298,2,1,0,-4,-1,0,5,6,5,7,4,-4,-3,0,12.48979592,0.990387404,[0.988987231412-0.991787576032]
3309,2,1,0,-3,-2,0,5,6,5,7,4,-4,-3,0,12.20408163,0.990387404,[0.988987231412-0.991787576032]
3318,2,1,0,-4,-2,0,5,6,5,7,4,-4,-3,0,12.88265306,0.990387404,[0.988987231412-0.991787576032]
3319,2,1,0,-4,-3,0,5,6,5,7,4,-4,-3,0,13.40816327,0.990387404,[0.988987231412-0.991787576032]
855,2,1,0,-1,0,2,3,5,3,6,3,-3,0,1,5.244897959,0.990380396,[0.989203756314-0.991557035651]
916,2,1,0,-2,0,2,3,5,3,6,3,-3,0,1,5.678571429,0.990380396,[0.989203756314-0.991557035651]
917,2,1,0,-3,0,2,3,5,3,6,3,-3,0,1,6.244897959,0.990380396,[0.989203756314-0.991557035651]
918,2,1,0,-2,-1,2,3,5,3,6,3,-3,0,1,5.959183673,0.990380396,[0.989203756314-0.991557035651]
919,2,1,0,-3,-1,2,3,5,3,6,3,-3,0,1,6.515306122,0.990380396,[0.989203756314-0.991557035651]
920,2,1,0,-3,-2,2,3,5,3,6,3,-3,0,1,6.918367347,0.990380396,[0.989203756314-0.991557035651]
2298,2,1,0,-1,0,2,3,6,4,7,4,-4,-1,0,8.229591837,0.990380396,[0.989203756314-0.991557035651]
3756,2,1,0,-2,0,2,3,6,4,7,4,-4,-1,0,8.673469388,0.990380396,[0.989203756314-0.991557035651]
3759,2,1,0,-3,0,2,3,6,4,7,4,-4,-1,0,9.25,0.990380396,[0.989203756314-0.991557035651]
3762,2,1,0,-4,0,2,3,6,4,7,4,-4,-1,0,9.959183673,0.990380396,[0.989203756314-0.991557035651]
3826,2,1,0,-2,-1,2,3,6,4,7,4,-4,-1,0,8.964285714,0.990380396,[0.989203756314-0.991557035651]
3829,2,1,0,-3,-1,2,3,6,4,7,4,-4,-1,0,9.530612245,0.990380396,[0.989203756314-0.991557035651]
3832,2,1,0,-4,-1,2,3,6,4,7,4,-4,-1,0,10.22959184,0.990380396,[0.989203756314-0.991557035651]
3835,2,1,0,-3,-2,2,3,6,4,7,4,-4,-1,0,9.943877551,0.990380396,[0.989203756314-0.991557035651]
3838,2,1,0,-4,-2,2,3,6,4,7,4,-4,-1,0,10.63265306,0.990380396,[0.989203756314-0.991557035651]
3841,2,1,0,-4,-3,2,3,6,4,7,4,-4,-1,0,11.16836735,0.990380396,[0.989203756314-0.991557035651]
71,2,1,0,-1,0,2,3,4,3,6,3,-3,0,1,4.821428571,0.990380316,[0.989203676213-0.991556956363]
73,2,1,0,-2,0,2,3,4,3,6,3,-3,0,1,5.244897959,0.990380316,[0.989203676213-0.991556956363]
74,2,1,0,-3,0,2,3,4,3,6,3,-3,0,1,5.801020408,0.990380316,[0.989203676213-0.991556956363]
76,2,1,0,-2,-1,2,3,4,3,6,3,-3,0,1,5.515306122,0.990380316,[0.989203676213-0.991556956363]
77,2,1,0,-3,-1,2,3,4,3,6,3,-3,0,1,6.06122449,0.990380316,[0.989203676213-0.991556956363]
78,2,1,0,-3,-2,2,3,4,3,6,3,-3,0,1,6.454081633,0.990380316,[0.989203676213-0.991556956363]
2297,2,1,0,-1,0,2,3,5,4,7,4,-4,-1,0,7.673469388,0.990380316,[0.989203676213-0.991556956363]
3747,2,1,0,-2,0,2,3,5,4,7,4,-4,-1,0,8.107142857,0.990380316,[0.989203676213-0.991556956363]
3750,2,1,0,-3,0,2,3,5,4,7,4,-4,-1,0,8.673469388,0.990380316,[0.989203676213-0.991556956363]
3753,2,1,0,-4,0,2,3,5,4,7,4,-4,-1,0,9.37244898,0.990380316,[0.989203676213-0.991556956363]
3808,2,1,0,-2,-1,2,3,5,4,7,4,-4,-1,0,8.387755102,0.990380316,[0.989203676213-0.991556956363]
3811,2,1,0,-3,-1,2,3,5,4,7,4,-4,-1,0,8.943877551,0.990380316,[0.989203676213-0.991556956363]
3814,2,1,0,-4,-1,2,3,5,4,7,4,-4,-1,0,9.632653061,0.990380316,[0.989203676213-0.991556956363]
3817,2,1,0,-3,-2,2,3,5,4,7,4,-4,-1,0,9.346938776,0.990380316,[0.989203676213-0.991556956363]
3820,2,1,0,-4,-2,2,3,5,4,7,4,-4,-1,0,10.0255102,0.990380316,[0.989203676213-0.991556956363]
3823,2,1,0,-4,-3,2,3,5,4,7,4,-4,-1,0,10.55102041,0.990380316,[0.989203676213-0.991556956363]
2894,2,1,0,-2,-1,0,4,5,4,6,3,-3,-2,1,7.346938776,0.990370176,[0.988969911032-0.991770441653]
2896,2,1,0,-3,-1,0,4,5,4,6,3,-3,-2,1,7.882653061,0.990370176,[0.988969911032-0.991770441653]
2898,2,1,0,-3,-2,0,4,5,4,6,3,-3,-2,1,8.265306122,0.990370176,[0.988969911032-0.991770441653]
3226,2,1,0,-2,-1,0,4,6,5,7,4,-4,-3,0,10.80102041,0.990370176,[0.988969911032-0.991770441653]
3233,2,1,0,-3,-1,0,4,6,5,7,4,-4,-3,0,11.34693878,0.990370176,[0.988969911032-0.991770441653]
3240,2,1,0,-4,-1,0,4,6,5,7,4,-4,-3,0,12.0255102,0.990370176,[0.988969911032-0.991770441653]
3251,2,1,0,-3,-2,0,4,6,5,7,4,-4,-3,0,11.73979592,0.990370176,[0.988969911032-0.991770441653]
3260,2,1,0,-4,-2,0,4,6,5,7,4,-4,-3,0,12.40816327,0.990370176,[0.988969911032-0.991770441653]
3261,2,1,0,-4,-3,0,4,6,5,7,4,-4,-3,0,12.92346939,0.990370176,[0.988969911032-0.991770441653]
196,3,2,0,-2,-1,0,3,4,3,5,2,-2,0,1,4.489795918,0.99033622,[0.989044352254-0.991628088576]
3430,3,2,0,-2,-1,0,3,5,4,6,3,-3,-1,0,6.943877551,0.99033622,[0.989044352254-0.991628088576]
3432,3,2,0,-3,-1,0,3,5,4,6,3,-3,-1,0,7.489795918,0.99033622,[0.989044352254-0.991628088576]
3434,3,2,0,-3,-2,0,3,5,4,6,3,-3,-1,0,7.882653061,0.99033622,[0.989044352254-0.991628088576]
2002,2,1,0,-1,0,1,3,4,3,5,3,-3,-2,2,4.918367347,0.9903306,[0.989108867434-0.991552331497]
2026,2,1,0,-2,0,1,3,4,3,5,3,-3,-2,2,5.31122449,0.9903306,[0.989108867434-0.991552331497]
2028,2,1,0,-3,0,1,3,4,3,5,3,-3,-2,2,5.836734694,0.9903306,[0.989108867434-0.991552331497]
2030,2,1,0,-2,-1,1,3,4,3,5,3,-3,-2,2,5.551020408,0.9903306,[0.989108867434-0.991552331497]
2032,2,1,0,-3,-1,1,3,4,3,5,3,-3,-2,2,6.066326531,0.9903306,[0.989108867434-0.991552331497]
2034,2,1,0,-3,-2,1,3,4,3,5,3,-3,-2,2,6.428571429,0.9903306,[0.989108867434-0.991552331497]
2201,2,1,0,-1,0,1,3,5,4,6,4,-4,-3,1,7.801020408,0.9903306,[0.989108867434-0.991552331497]
2214,2,1,0,-1,0,1,3,6,5,7,5,-5,-4,0,11.67346939,0.9903306,[0.989108867434-0.991552331497]
2569,2,1,0,-2,0,1,3,5,4,6,4,-4,-3,1,8.204081633,0.9903306,[0.989108867434-0.991552331497]
2572,2,1,0,-3,0,1,3,5,4,6,4,-4,-3,1,8.739795918,0.9903306,[0.989108867434-0.991552331497]
2575,2,1,0,-4,0,1,3,5,4,6,4,-4,-3,1,9.408163265,0.9903306,[0.989108867434-0.991552331497]
2600,2,1,0,-2,0,1,3,6,5,7,5,-5,-4,0,12.08673469,0.9903306,[0.989108867434-0.991552331497]
2607,2,1,0,-3,0,1,3,6,5,7,5,-5,-4,0,12.63265306,0.9903306,[0.989108867434-0.991552331497]
2614,2,1,0,-4,0,1,3,6,5,7,5,-5,-4,0,13.31122449,0.9903306,[0.989108867434-0.991552331497]
2618,2,1,0,-5,0,1,3,6,5,7,5,-5,-4,0,14.12244898,0.9903306,[0.989108867434-0.991552331497]
2621,2,1,0,-2,-1,1,3,5,4,6,4,-4,-3,1,8.454081633,0.9903306,[0.989108867434-0.991552331497]
2624,2,1,0,-3,-1,1,3,5,4,6,4,-4,-3,1,8.979591837,0.9903306,[0.989108867434-0.991552331497]
2627,2,1,0,-4,-1,1,3,5,4,6,4,-4,-3,1,9.637755102,0.9903306,[0.989108867434-0.991552331497]
2630,2,1,0,-3,-2,1,3,5,4,6,4,-4,-3,1,9.352040816,0.9903306,[0.989108867434-0.991552331497]
2635,2,1,0,-4,-2,1,3,5,4,6,4,-4,-3,1,10,0.9903306,[0.989108867434-0.991552331497]
2636,2,1,0,-4,-3,1,3,5,4,6,4,-4,-3,1,10.49489796,0.9903306,[0.989108867434-0.991552331497]
2679,2,1,0,-2,-1,1,3,6,5,7,5,-5,-4,0,12.34693878,0.9903306,[0.989108867434-0.991552331497]
2686,2,1,0,-3,-1,1,3,6,5,7,5,-5,-4,0,12.88265306,0.9903306,[0.989108867434-0.991552331497]
2693,2,1,0,-4,-1,1,3,6,5,7,5,-5,-4,0,13.55102041,0.9903306,[0.989108867434-0.991552331497]
2697,2,1,0,-5,-1,1,3,6,5,7,5,-5,-4,0,14.35204082,0.9903306,[0.989108867434-0.991552331497]
2704,2,1,0,-3,-2,1,3,6,5,7,5,-5,-4,0,13.26530612,0.9903306,[0.989108867434-0.991552331497]
2714,2,1,0,-4,-2,1,3,6,5,7,5,-5,-4,0,13.92346939,0.9903306,[0.989108867434-0.991552331497]
2718,2,1,0,-5,-2,1,3,6,5,7,5,-5,-4,0,14.71428571,0.9903306,[0.989108867434-0.991552331497]
2722,2,1,0,-4,-3,1,3,6,5,7,5,-5,-4,0,14.42857143,0.9903306,[0.989108867434-0.991552331497]
2726,2,1,0,-5,-3,1,3,6,5,7,5,-5,-4,0,15.20918367,0.9903306,[0.989108867434-0.991552331497]
2730,2,1,0,-5,-4,1,3,6,5,7,5,-5,-4,0,15.83673469,0.9903306,[0.989108867434-0.991552331497]
2280,2,1,0,-1,0,2,3,5,3,6,3,-3,-1,1,5.535714286,0.990330069,[0.989152029919-0.991508107397]
2300,2,1,0,-1,0,2,3,6,4,7,4,-4,-2,0,8.673469388,0.990330069,[0.989152029919-0.991508107397]
3668,2,1,0,-2,0,2,3,5,3,6,3,-3,-1,1,5.959183673,0.990330069,[0.989152029919-0.991508107397]
3670,2,1,0,-3,0,2,3,5,3,6,3,-3,-1,1,6.515306122,0.990330069,[0.989152029919-0.991508107397]
3680,2,1,0,-2,-1,2,3,5,3,6,3,-3,-1,1,6.229591837,0.990330069,[0.989152029919-0.991508107397]
3682,2,1,0,-3,-1,2,3,5,3,6,3,-3,-1,1,6.775510204,0.990330069,[0.989152029919-0.991508107397]
3684,2,1,0,-3,-2,2,3,5,3,6,3,-3,-1,1,7.168367347,0.990330069,[0.989152029919-0.991508107397]
3757,2,1,0,-2,0,2,3,6,4,7,4,-4,-2,0,9.107142857,0.990330069,[0.989152029919-0.991508107397]
3760,2,1,0,-3,0,2,3,6,4,7,4,-4,-2,0,9.673469388,0.990330069,[0.989152029919-0.991508107397]
3763,2,1,0,-4,0,2,3,6,4,7,4,-4,-2,0,10.37244898,0.990330069,[0.989152029919-0.991508107397]
3827,2,1,0,-2,-1,2,3,6,4,7,4,-4,-2,0,9.387755102,0.990330069,[0.989152029919-0.991508107397]
3830,2,1,0,-3,-1,2,3,6,4,7,4,-4,-2,0,9.943877551,0.990330069,[0.989152029919-0.991508107397]
3833,2,1,0,-4,-1,2,3,6,4,7,4,-4,-2,0,10.63265306,0.990330069,[0.989152029919-0.991508107397]
3836,2,1,0,-3,-2,2,3,6,4,7,4,-4,-2,0,10.34693878,0.990330069,[0.989152029919-0.991508107397]
3839,2,1,0,-4,-2,2,3,6,4,7,4,-4,-2,0,11.0255102,0.990330069,[0.989152029919-0.991508107397]
3842,2,1,0,-4,-3,2,3,6,4,7,4,-4,-2,0,11.55102041,0.990330069,[0.989152029919-0.991508107397]
2276,2,1,0,-1,0,2,3,4,3,6,3,-3,-1,1,5.102040816,0.990329989,[0.989151949819-0.991508028107]
2299,2,1,0,-1,0,2,3,5,4,7,4,-4,-2,0,8.107142857,0.990329989,[0.989151949819-0.991508028107]
3648,2,1,0,-2,0,2,3,4,3,6,3,-3,-1,1,5.515306122,0.990329989,[0.989151949819-0.991508028107]
3650,2,1,0,-3,0,2,3,4,3,6,3,-3,-1,1,6.06122449,0.990329989,[0.989151949819-0.991508028107]
3656,2,1,0,-2,-1,2,3,4,3,6,3,-3,-1,1,5.775510204,0.990329989,[0.989151949819-0.991508028107]
3658,2,1,0,-3,-1,2,3,4,3,6,3,-3,-1,1,6.31122449,0.990329989,[0.989151949819-0.991508028107]
3660,2,1,0,-3,-2,2,3,4,3,6,3,-3,-1,1,6.693877551,0.990329989,[0.989151949819-0.991508028107]
3748,2,1,0,-2,0,2,3,5,4,7,4,-4,-2,0,8.530612245,0.990329989,[0.989151949819-0.991508028107]
3751,2,1,0,-3,0,2,3,5,4,7,4,-4,-2,0,9.086734694,0.990329989,[0.989151949819-0.991508028107]
3754,2,1,0,-4,0,2,3,5,4,7,4,-4,-2,0,9.775510204,0.990329989,[0.989151949819-0.991508028107]
3809,2,1,0,-2,-1,2,3,5,4,7,4,-4,-2,0,8.801020408,0.990329989,[0.989151949819-0.991508028107]
