Candidate	Score
Solution 481	0.9955328254 [0.994804289061-0.996261361683]
Solution 482	0.9955288070 [0.994800236356-0.996257377643]
Solution 483	0.9955233438 [0.994794702411-0.996251985112]
Solution 484	0.9950437766 [0.994308994645-0.995778558577]
Solution 485	0.9950383266 [0.994303464342-0.995773188841]
Solution 486	0.9951283953 [0.994394592058-0.995862198507]
Solution 487	0.9951229300 [0.994389047770-0.995856812252]
Solution 488	0.9951126248 [0.994378638051-0.995846611542]
Solution 489	0.9948303616 [0.994089318074-0.995571405071]
Solution 490	0.9948315126 [0.994090371555-0.995572653613]
Solution 491	0.9949797460 [0.994240028352-0.995719463646]
Solution 492	0.9949801212 [0.994240279881-0.995719962510]
Solution 493	0.9949884538 [0.994248768334-0.995728139323]
Solution 494	0.9946582986 [0.993914812928-0.995401784187]
Solution 495	0.9942690909 [0.993514911549-0.995023270253]
Solution 496	0.9947246302 [0.993982273751-0.995466986602]
Solution 497	0.9943415091 [0.993588530272-0.995094487834]
Solution 498	0.9948659504 [0.994124906917-0.995606993890]
Solution 499	0.9944908935 [0.993739227349-0.995242559609]
Solution 500	0.9945693788 [0.993824462315-0.995314295374]
Solution 501	0.9942020923 [0.993446774081-0.994957410449]
Solution 502	0.9940724469 [0.993314177151-0.994830716598]
Solution 503	0.9954403906 [0.994708186073-0.996172595128]
Solution 504	0.9950108182 [0.994273141065-0.995748495391]
Solution 505	0.9954491086 [0.994716923146-0.996181294050]
Solution 506	0.9950829161 [0.994346470103-0.995819362075]
Solution 507	0.9954361373 [0.994703898195-0.996168376501]
Solution 508	0.9950051181 [0.994267360422-0.995742875731]
Solution 509	0.9954488707 [0.994716680589-0.996181060747]
Solution 510	0.9950789130 [0.994342429315-0.995815396622]
Solution 511	0.9954574412 [0.994725413529-0.996189468932]
Solution 512	0.9954572033 [0.994725171156-0.996189235445]
Solution 513	0.9956190231 [0.994888070424-0.996349975827]
Solution 514	0.9956187699 [0.994887812743-0.996349727145]
Solution 515	0.9956145187 [0.994883529357-0.996345508093]
Solution 516	0.9952242363 [0.994489098782-0.995959373851]
Solution 517	0.9952202332 [0.994485059970-0.995955406422]
Solution 518	0.9954186129 [0.994686043218-0.996151182564]
Solution 519	0.9954145945 [0.994681991519-0.996147197518]
Solution 520	0.9954088964 [0.994676221076-0.996141571726]
Solution 521	0.9948921796 [0.994152956566-0.995631402714]
Solution 522	0.9948867296 [0.994147427249-0.995626031991]
Solution 523	0.9949809367 [0.994242703129-0.995719170202]
Solution 524	0.9949754714 [0.994237159810-0.995713782978]
Solution 525	0.9949649313 [0.994226513754-0.995703348846]
Solution 526	0.9946638553 [0.993918999652-0.995408711029]
Solution 527	0.9947399207 [0.993996397133-0.995483444337]
Solution 528	0.9946521897 [0.993907144351-0.995397234959]
Solution 529	0.9947356827 [0.993992121124-0.995479244345]
Solution 530	0.9948893052 [0.994147098671-0.995631511651]
Solution 531	0.9948850672 [0.994142824705-0.995627309616]
Solution 532	0.9953408739 [0.994605947766-0.996075799940]
Solution 533	0.9953366206 [0.994601660169-0.996071581033]
Solution 534	0.9953249569 [0.994589813874-0.996060100023]
Solution 535	0.9945650188 [0.993818946074-0.995311091584]
Solution 536	0.9945593339 [0.993813181108-0.995305486752]
Solution 537	0.9949109680 [0.994170488085-0.995651447859]
Solution 538	0.9949052678 [0.994164707900-0.995645827742]
Solution 539	0.9948887622 [0.994147990521-0.995629533864]
Solution 540	0.9942548527 [0.993500396482-0.995009308968]
Solution 541	0.9942432023 [0.993488555087-0.994997849495]
Solution 542	0.9946471281 [0.993901860324-0.995392395778]
Solution 543	0.9946354624 [0.993890004900-0.995380919831]
Solution 544	0.9946166812 [0.993870914738-0.995362447563]
Solution 545	0.9952256639 [0.994493573382-0.995957754411]
Solution 546	0.9952265800 [0.994494389485-0.995958770571]
Solution 547	0.9952256639 [0.994493573382-0.995957754411]
Solution 548	0.9952265800 [0.994494389485-0.995958770571]
Solution 549	0.9938406279 [0.992929632705-0.994751622999]
Solution 550	0.9938415440 [0.992930468250-0.994752619717]
Solution 551	0.9953669841 [0.994636218563-0.996097749685]
Solution 552	0.9950377663 [0.994302993753-0.995772538923]
Solution 553	0.9953671244 [0.994636232309-0.996098016574]
Solution 554	0.9951038631 [0.994370246601-0.995837479552]
Solution 555	0.9953754571 [0.994644725477-0.996106188671]
Solution 556	0.9952451833 [0.994512946713-0.995977419895]
Solution 557	0.9949818579 [0.994246124909-0.995717590854]
Solution 558	0.9955725556 [0.994844557922-0.996300553294]
Solution 559	0.9955725556 [0.994844557922-0.996300553294]
Solution 560	0.9951352129 [0.994401602533-0.995868823249]
Solution 561	0.9951352129 [0.994401602533-0.995868823249]
Solution 562	0.9955752298 [0.994847138973-0.996303320583]
Solution 563	0.9955752298 [0.994847138973-0.996303320583]
Solution 564	0.9952012669 [0.994468790375-0.995933743474]
Solution 565	0.9952012669 [0.994468790375-0.995933743474]
Solution 566	0.9955685372 [0.994840505733-0.996296568738]
Solution 567	0.9955685372 [0.994840505733-0.996296568738]
Solution 568	0.9951297476 [0.994396058393-0.995863436846]
Solution 569	0.9951297476 [0.994396058393-0.995863436846]
Solution 570	0.9955749918 [0.994846896348-0.996303087349]
Solution 571	0.9955749918 [0.994846896348-0.996303087349]
Solution 572	0.9951972638 [0.994464748559-0.995929779048]
Solution 573	0.9951972638 [0.994464748559-0.995929779048]
Solution 574	0.9955835624 [0.994855631714-0.996311493107]
Solution 575	0.9955835624 [0.994855631714-0.996311493107]
Solution 576	0.9955833245 [0.994855389274-0.996311259688]
Solution 577	0.9955833245 [0.994855389274-0.996311259688]
Solution 578	0.9957410060 [0.995014226191-0.996467785712]
Solution 579	0.9957410060 [0.995014226191-0.996467785712]
Solution 580	0.9957410060 [0.995014226191-0.996467785712]
Solution 581	0.9957407528 [0.995013968438-0.996467537102]
Solution 582	0.9957407528 [0.995013968438-0.996467537102]
Solution 583	0.9957407528 [0.995013968438-0.996467537102]
Solution 584	0.9957367364 [0.995009920651-0.996463552210]
Solution 585	0.9957367364 [0.995009920651-0.996463552210]
Solution 586	0.9957367364 [0.995009920651-0.996463552210]
Solution 587	0.9953425872 [0.994611454769-0.996073719535]
Solution 588	0.9953425872 [0.994611454769-0.996073719535]
Solution 589	0.9953385840 [0.994607414936-0.996069753126]
Solution 590	0.9953385840 [0.994607414936-0.996069753126]
Solution 591	0.9955328254 [0.994804289061-0.996261361683]
Solution 592	0.9955328254 [0.994804289061-0.996261361683]
Solution 593	0.9955328254 [0.994804289061-0.996261361683]
Solution 594	0.9955288070 [0.994800236356-0.996257377643]
Solution 595	0.9955288070 [0.994800236356-0.996257377643]
Solution 596	0.9955288070 [0.994800236356-0.996257377643]
Solution 597	0.9955233438 [0.994794702411-0.996251985112]
Solution 598	0.9955233438 [0.994794702411-0.996251985112]
Solution 599	0.9955233438 [0.994794702411-0.996251985112]
Solution 600	0.9950437766 [0.994308994645-0.995778558577]
Solution 601	0.9950437766 [0.994308994645-0.995778558577]
Solution 602	0.9950383266 [0.994303464342-0.995773188841]
Solution 603	0.9950383266 [0.994303464342-0.995773188841]
Solution 604	0.9951283953 [0.994394592058-0.995862198507]
Solution 605	0.9951283953 [0.994394592058-0.995862198507]
Solution 606	0.9951283953 [0.994394592058-0.995862198507]
Solution 607	0.9951229300 [0.994389047770-0.995856812252]
Solution 608	0.9951229300 [0.994389047770-0.995856812252]
Solution 609	0.9951229300 [0.994389047770-0.995856812252]
Solution 610	0.9951126248 [0.994378638051-0.995846611542]
Solution 611	0.9951126248 [0.994378638051-0.995846611542]
Solution 612	0.9951126248 [0.994378638051-0.995846611542]
Solution 613	0.9953669841 [0.994636218563-0.996097749685]
Solution 614	0.9950377663 [0.994302993753-0.995772538923]
Solution 615	0.9953671244 [0.994636232309-0.996098016574]
Solution 616	0.9951038631 [0.994370246601-0.995837479552]
Solution 617	0.9953754571 [0.994644725477-0.996106188671]
Solution 618	0.9952451833 [0.994512946713-0.995977419895]
Solution 619	0.9949818579 [0.994246124909-0.995717590854]
Solution 620	0.9955725556 [0.994844557922-0.996300553294]
Solution 621	0.9955725556 [0.994844557922-0.996300553294]
Solution 622	0.9951352129 [0.994401602533-0.995868823249]
Solution 623	0.9951352129 [0.994401602533-0.995868823249]
Solution 624	0.9955725556 [0.994844557922-0.996300553294]
Solution 625	0.9951352129 [0.994401602533-0.995868823249]
Solution 626	0.9955752298 [0.994847138973-0.996303320583]
Solution 627	0.9955752298 [0.994847138973-0.996303320583]
Solution 628	0.9952012669 [0.994468790375-0.995933743474]
Solution 629	0.9952012669 [0.994468790375-0.995933743474]
Solution 630	0.9955752298 [0.994847138973-0.996303320583]
Solution 631	0.9952012669 [0.994468790375-0.995933743474]
Solution 632	0.9955685372 [0.994840505733-0.996296568738]
Solution 633	0.9955685372 [0.994840505733-0.996296568738]
Solution 634	0.9951297476 [0.994396058393-0.995863436846]
Solution 635	0.9951297476 [0.994396058393-0.995863436846]
Solution 636	0.9955685372 [0.994840505733-0.996296568738]
Solution 637	0.9951297476 [0.994396058393-0.995863436846]
Solution 638	0.9955749918 [0.994846896348-0.996303087349]
Solution 639	0.9955749918 [0.994846896348-0.996303087349]
Solution 640	0.9951972638 [0.994464748559-0.995929779048]
Solution 641	0.9951972638 [0.994464748559-0.995929779048]
Solution 642	0.9955749918 [0.994846896348-0.996303087349]
Solution 643	0.9951972638 [0.994464748559-0.995929779048]
Solution 644	0.9955835624 [0.994855631714-0.996311493107]
Solution 645	0.9955835624 [0.994855631714-0.996311493107]
Solution 646	0.9955833245 [0.994855389274-0.996311259688]
Solution 647	0.9955833245 [0.994855389274-0.996311259688]
Solution 648	0.9957410060 [0.995014226191-0.996467785712]
Solution 649	0.9957410060 [0.995014226191-0.996467785712]
Solution 650	0.9957410060 [0.995014226191-0.996467785712]
Solution 651	0.9957407528 [0.995013968438-0.996467537102]
Solution 652	0.9957407528 [0.995013968438-0.996467537102]
Solution 653	0.9957407528 [0.995013968438-0.996467537102]
Solution 654	0.9957367364 [0.995009920651-0.996463552210]
Solution 655	0.9957367364 [0.995009920651-0.996463552210]
Solution 656	0.9957367364 [0.995009920651-0.996463552210]
Solution 657	0.9953425872 [0.994611454769-0.996073719535]
Solution 658	0.9953425872 [0.994611454769-0.996073719535]
Solution 659	0.9953385840 [0.994607414936-0.996069753126]
Solution 660	0.9953385840 [0.994607414936-0.996069753126]
Solution 661	0.9955328254 [0.994804289061-0.996261361683]
Solution 662	0.9955328254 [0.994804289061-0.996261361683]
Solution 663	0.9955328254 [0.994804289061-0.996261361683]
Solution 664	0.9955288070 [0.994800236356-0.996257377643]
Solution 665	0.9955288070 [0.994800236356-0.996257377643]
Solution 666	0.9955288070 [0.994800236356-0.996257377643]
Solution 667	0.9955233438 [0.994794702411-0.996251985112]
Solution 668	0.9955233438 [0.994794702411-0.996251985112]
Solution 669	0.9955233438 [0.994794702411-0.996251985112]
Solution 670	0.9950437766 [0.994308994645-0.995778558577]
Solution 671	0.9950437766 [0.994308994645-0.995778558577]
Solution 672	0.9950383266 [0.994303464342-0.995773188841]
Solution 673	0.9950383266 [0.994303464342-0.995773188841]
Solution 674	0.9951283953 [0.994394592058-0.995862198507]
Solution 675	0.9951283953 [0.994394592058-0.995862198507]
Solution 676	0.9951283953 [0.994394592058-0.995862198507]
Solution 677	0.9951229300 [0.994389047770-0.995856812252]
Solution 678	0.9951229300 [0.994389047770-0.995856812252]
Solution 679	0.9951229300 [0.994389047770-0.995856812252]
Solution 680	0.9951126248 [0.994378638051-0.995846611542]
Solution 681	0.9951126248 [0.994378638051-0.995846611542]
Solution 682	0.9951126248 [0.994378638051-0.995846611542]
Solution 683	0.9955835624 [0.994855631714-0.996311493107]
Solution 684	0.9955833245 [0.994855389274-0.996311259688]
Solution 685	0.9957410060 [0.995014226191-0.996467785712]
Solution 686	0.9957410060 [0.995014226191-0.996467785712]
Solution 687	0.9957407528 [0.995013968438-0.996467537102]
Solution 688	0.9957407528 [0.995013968438-0.996467537102]
Solution 689	0.9957367364 [0.995009920651-0.996463552210]
Solution 690	0.9957367364 [0.995009920651-0.996463552210]
Solution 691	0.9953425872 [0.994611454769-0.996073719535]
Solution 692	0.9953385840 [0.994607414936-0.996069753126]
Solution 693	0.9955328254 [0.994804289061-0.996261361683]
Solution 694	0.9955328254 [0.994804289061-0.996261361683]
Solution 695	0.9955288070 [0.994800236356-0.996257377643]
Solution 696	0.9955288070 [0.994800236356-0.996257377643]
Solution 697	0.9955233438 [0.994794702411-0.996251985112]
Solution 698	0.9955233438 [0.994794702411-0.996251985112]
Solution 699	0.9950437766 [0.994308994645-0.995778558577]
Solution 700	0.9950383266 [0.994303464342-0.995773188841]
Solution 701	0.9951283953 [0.994394592058-0.995862198507]
Solution 702	0.9951283953 [0.994394592058-0.995862198507]
Solution 703	0.9951229300 [0.994389047770-0.995856812252]
Solution 704	0.9951229300 [0.994389047770-0.995856812252]
Solution 705	0.9951126248 [0.994378638051-0.995846611542]
Solution 706	0.9951126248 [0.994378638051-0.995846611542]
Solution 707	0.9957410060 [0.995014226191-0.996467785712]
Solution 708	0.9957407528 [0.995013968438-0.996467537102]
Solution 709	0.9957367364 [0.995009920651-0.996463552210]
Solution 710	0.9955328254 [0.994804289061-0.996261361683]
Solution 711	0.9955288070 [0.994800236356-0.996257377643]
Solution 712	0.9955233438 [0.994794702411-0.996251985112]
Solution 713	0.9951283953 [0.994394592058-0.995862198507]
Solution 714	0.9951229300 [0.994389047770-0.995856812252]
Solution 715	0.9951126248 [0.994378638051-0.995846611542]
Solution 716	0.9939819481 [0.993071935032-0.994891961127]
Solution 717	0.9936859764 [0.992773333084-0.994598619774]
Solution 718	0.9939820884 [0.993071974037-0.994892202756]
Solution 719	0.9937520732 [0.992840316155-0.994663830181]
Solution 720	0.9939904210 [0.993080429867-0.994900412192]
Solution 721	0.9938933934 [0.992982651686-0.994804135106]
Solution 722	0.9936300680 [0.992716688557-0.994543447389]
Solution 723	0.9941775723 [0.993269559144-0.995085585377]
Solution 724	0.9941775723 [0.993269559144-0.995085585377]
Solution 725	0.9937734757 [0.992861604274-0.994685347085]
Solution 726	0.9937734757 [0.992861604274-0.994685347085]
Solution 727	0.9941775723 [0.993269559144-0.995085585377]
Solution 728	0.9937734757 [0.992861604274-0.994685347085]
Solution 729	0.9941800116 [0.993271920321-0.995088102781]
Solution 730	0.9941800116 [0.993271920321-0.995088102781]
Solution 731	0.9938392948 [0.992928288539-0.994750301128]
Solution 732	0.9938392948 [0.992928288539-0.994750301128]
Solution 733	0.9941800116 [0.993271920321-0.995088102781]
Solution 734	0.9938392948 [0.992928288539-0.994750301128]
Solution 735	0.9941735539 [0.993265516013-0.995081591764]
Solution 736	0.9941735539 [0.993265516013-0.995081591764]
Solution 737	0.9937680104 [0.992856079230-0.994679941586]
Solution 738	0.9937680104 [0.992856079230-0.994679941586]
Solution 739	0.9941735539 [0.993265516013-0.995081591764]
Solution 740	0.9937680104 [0.992856079230-0.994679941586]
Solution 741	0.9941797736 [0.993271678791-0.995087868451]
Solution 742	0.9941797736 [0.993271678791-0.995087868451]
Solution 743	0.9938352917 [0.992924257005-0.994746326421]
Solution 744	0.9938352917 [0.992924257005-0.994746326421]
Solution 745	0.9941797736 [0.993271678791-0.995087868451]
Solution 746	0.9938352917 [0.992924257005-0.994746326421]
Solution 747	0.9941883442 [0.993280375546-0.995096312822]
Solution 748	0.9941883442 [0.993280375546-0.995096312822]
Solution 749	0.9941881063 [0.993280134165-0.995096078343]
Solution 750	0.9941881063 [0.993280134165-0.995096078343]
Solution 751	0.9943461599 [0.993439026112-0.995253293631]
Solution 752	0.9943461599 [0.993439026112-0.995253293631]
Solution 753	0.9943461599 [0.993439026112-0.995253293631]
Solution 754	0.9943459067 [0.993438769444-0.995253043936]
Solution 755	0.9943459067 [0.993438769444-0.995253043936]
Solution 756	0.9943459067 [0.993438769444-0.995253043936]
Solution 757	0.9943418904 [0.993434730265-0.995249050437]
Solution 758	0.9943418904 [0.993434730265-0.995249050437]
Solution 759	0.9943418904 [0.993434730265-0.995249050437]
Solution 760	0.9939806151 [0.993070593769-0.994890636353]
Solution 761	0.9939806151 [0.993070593769-0.994890636353]
Solution 762	0.9939766119 [0.993066563855-0.994886660026]
Solution 763	0.9939766119 [0.993066563855-0.994886660026]
Solution 764	0.9941712254 [0.993263163657-0.995079287200]
Solution 765	0.9941712254 [0.993263163657-0.995079287200]
Solution 766	0.9941712254 [0.993263163657-0.995079287200]
Solution 767	0.9941672071 [0.993259120457-0.995075293654]
Solution 768	0.9941672071 [0.993259120457-0.995075293654]
Solution 769	0.9941672071 [0.993259120457-0.995075293654]
Solution 770	0.9941617438 [0.993253604183-0.995069883453]
Solution 771	0.9941617438 [0.993253604183-0.995069883453]
Solution 772	0.9941617438 [0.993253604183-0.995069883453]
Solution 773	0.9936818045 [0.992769049554-0.994594559487]
Solution 774	0.9936818045 [0.992769049554-0.994594559487]
Solution 775	0.9936763545 [0.992763538571-0.994589170430]
Solution 776	0.9936763545 [0.992763538571-0.994589170430]
Solution 777	0.9937667953 [0.992854774793-0.994678815884]
Solution 778	0.9937667953 [0.992854774793-0.994678815884]
Solution 779	0.9937667953 [0.992854774793-0.994678815884]
Solution 780	0.9937613301 [0.992849249624-0.994673410510]
Solution 781	0.9937613301 [0.992849249624-0.994673410510]
Solution 782	0.9937613301 [0.992849249624-0.994673410510]
Solution 783	0.9937510249 [0.992838867259-0.994663182447]
Solution 784	0.9937510249 [0.992838867259-0.994663182447]
Solution 785	0.9937510249 [0.992838867259-0.994663182447]
Solution 786	0.9941883442 [0.993280375546-0.995096312822]
Solution 787	0.9941881063 [0.993280134165-0.995096078343]
Solution 788	0.9943461599 [0.993439026112-0.995253293631]
Solution 789	0.9943461599 [0.993439026112-0.995253293631]
Solution 790	0.9943459067 [0.993438769444-0.995253043936]
Solution 791	0.9943459067 [0.993438769444-0.995253043936]
Solution 792	0.9943418904 [0.993434730265-0.995249050437]
Solution 793	0.9943418904 [0.993434730265-0.995249050437]
Solution 794	0.9939806151 [0.993070593769-0.994890636353]
Solution 795	0.9939766119 [0.993066563855-0.994886660026]
Solution 796	0.9941712254 [0.993263163657-0.995079287200]
Solution 797	0.9941712254 [0.993263163657-0.995079287200]
Solution 798	0.9941672071 [0.993259120457-0.995075293654]
Solution 799	0.9941672071 [0.993259120457-0.995075293654]
Solution 800	0.9941617438 [0.993253604183-0.995069883453]
Solution 801	0.9941617438 [0.993253604183-0.995069883453]
Solution 802	0.9936818045 [0.992769049554-0.994594559487]
Solution 803	0.9936763545 [0.992763538571-0.994589170430]
Solution 804	0.9937667953 [0.992854774793-0.994678815884]
Solution 805	0.9937667953 [0.992854774793-0.994678815884]
Solution 806	0.9937613301 [0.992849249624-0.994673410510]
Solution 807	0.9937613301 [0.992849249624-0.994673410510]
Solution 808	0.9937510249 [0.992838867259-0.994663182447]
Solution 809	0.9937510249 [0.992838867259-0.994663182447]
Solution 810	0.9943461599 [0.993439026112-0.995253293631]
Solution 811	0.9943459067 [0.993438769444-0.995253043936]
Solution 812	0.9943418904 [0.993434730265-0.995249050437]
Solution 813	0.9941712254 [0.993263163657-0.995079287200]
Solution 814	0.9941672071 [0.993259120457-0.995075293654]
Solution 815	0.9941617438 [0.993253604183-0.995069883453]
Solution 816	0.9937667953 [0.992854774793-0.994678815884]
Solution 817	0.9937613301 [0.992849249624-0.994673410510]
Solution 818	0.9937510249 [0.992838867259-0.994663182447]
Solution 819	0.9948303616 [0.994089318074-0.995571405071]
Solution 820	0.9948315126 [0.994090371555-0.995572653613]
Solution 821	0.9948303616 [0.994089318074-0.995571405071]
Solution 822	0.9948315126 [0.994090371555-0.995572653613]
Solution 823	0.9949797460 [0.994240028352-0.995719463646]
Solution 824	0.9946582986 [0.993914812928-0.995401784187]
Solution 825	0.9949801212 [0.994240279881-0.995719962510]
Solution 826	0.9947246302 [0.993982273751-0.995466986602]
Solution 827	0.9949884538 [0.994248768334-0.995728139323]
Solution 828	0.9948659504 [0.994124906917-0.995606993890]
Solution 829	0.9945693788 [0.993824462315-0.995314295374]
Solution 830	0.9942690909 [0.993514911549-0.995023270253]
Solution 831	0.9943415091 [0.993588530272-0.995094487834]
Solution 832	0.9944908935 [0.993739227349-0.995242559609]
Solution 833	0.9942020923 [0.993446774081-0.994957410449]
Solution 834	0.9940724469 [0.993314177151-0.994830716598]
Solution 835	0.9954403906 [0.994708186073-0.996172595128]
Solution 836	0.9954403906 [0.994708186073-0.996172595128]
Solution 837	0.9950108182 [0.994273141065-0.995748495391]
Solution 838	0.9950108182 [0.994273141065-0.995748495391]
Solution 839	0.9954491086 [0.994716923146-0.996181294050]
Solution 840	0.9954491086 [0.994716923146-0.996181294050]
Solution 841	0.9950829161 [0.994346470103-0.995819362075]
Solution 842	0.9950829161 [0.994346470103-0.995819362075]
Solution 843	0.9954361373 [0.994703898195-0.996168376501]
Solution 844	0.9954361373 [0.994703898195-0.996168376501]
Solution 845	0.9950051181 [0.994267360422-0.995742875731]
Solution 846	0.9950051181 [0.994267360422-0.995742875731]
Solution 847	0.9954488707 [0.994716680589-0.996181060747]
Solution 848	0.9954488707 [0.994716680589-0.996181060747]
Solution 849	0.9950789130 [0.994342429315-0.995815396622]
Solution 850	0.9950789130 [0.994342429315-0.995815396622]
Solution 851	0.9954574412 [0.994725413529-0.996189468932]
Solution 852	0.9954574412 [0.994725413529-0.996189468932]
Solution 853	0.9954572033 [0.994725171156-0.996189235445]
Solution 854	0.9954572033 [0.994725171156-0.996189235445]
Solution 855	0.9956190231 [0.994888070424-0.996349975827]
Solution 856	0.9956190231 [0.994888070424-0.996349975827]
Solution 857	0.9956190231 [0.994888070424-0.996349975827]
Solution 858	0.9956187699 [0.994887812743-0.996349727145]
Solution 859	0.9956187699 [0.994887812743-0.996349727145]
Solution 860	0.9956187699 [0.994887812743-0.996349727145]
Solution 861	0.9956145187 [0.994883529357-0.996345508093]
Solution 862	0.9956145187 [0.994883529357-0.996345508093]
Solution 863	0.9956145187 [0.994883529357-0.996345508093]
Solution 864	0.9952242363 [0.994489098782-0.995959373851]
Solution 865	0.9952242363 [0.994489098782-0.995959373851]
Solution 866	0.9952202332 [0.994485059970-0.995955406422]
Solution 867	0.9952202332 [0.994485059970-0.995955406422]
Solution 868	0.9954186129 [0.994686043218-0.996151182564]
Solution 869	0.9954186129 [0.994686043218-0.996151182564]
Solution 870	0.9954186129 [0.994686043218-0.996151182564]
Solution 871	0.9954145945 [0.994681991519-0.996147197518]
Solution 872	0.9954145945 [0.994681991519-0.996147197518]
Solution 873	0.9954145945 [0.994681991519-0.996147197518]
Solution 874	0.9954088964 [0.994676221076-0.996141571726]
Solution 875	0.9954088964 [0.994676221076-0.996141571726]
Solution 876	0.9954088964 [0.994676221076-0.996141571726]
Solution 877	0.9948921796 [0.994152956566-0.995631402714]
Solution 878	0.9948921796 [0.994152956566-0.995631402714]
Solution 879	0.9948867296 [0.994147427249-0.995626031991]
Solution 880	0.9948867296 [0.994147427249-0.995626031991]
Solution 881	0.9949809367 [0.994242703129-0.995719170202]
Solution 882	0.9949809367 [0.994242703129-0.995719170202]
Solution 883	0.9949809367 [0.994242703129-0.995719170202]
Solution 884	0.9949754714 [0.994237159810-0.995713782978]
Solution 885	0.9949754714 [0.994237159810-0.995713782978]
Solution 886	0.9949754714 [0.994237159810-0.995713782978]
Solution 887	0.9949649313 [0.994226513754-0.995703348846]
Solution 888	0.9949649313 [0.994226513754-0.995703348846]
Solution 889	0.9949649313 [0.994226513754-0.995703348846]
Solution 890	0.9946638553 [0.993918999652-0.995408711029]
Solution 891	0.9946638553 [0.993918999652-0.995408711029]
Solution 892	0.9947399207 [0.993996397133-0.995483444337]
Solution 893	0.9947399207 [0.993996397133-0.995483444337]
Solution 894	0.9946521897 [0.993907144351-0.995397234959]
Solution 895	0.9946521897 [0.993907144351-0.995397234959]
Solution 896	0.9947356827 [0.993992121124-0.995479244345]
Solution 897	0.9947356827 [0.993992121124-0.995479244345]
Solution 898	0.9948893052 [0.994147098671-0.995631511651]
Solution 899	0.9948893052 [0.994147098671-0.995631511651]
Solution 900	0.9948850672 [0.994142824705-0.995627309616]
Solution 901	0.9948850672 [0.994142824705-0.995627309616]
Solution 902	0.9953408739 [0.994605947766-0.996075799940]
Solution 903	0.9953408739 [0.994605947766-0.996075799940]
Solution 904	0.9953408739 [0.994605947766-0.996075799940]
Solution 905	0.9953366206 [0.994601660169-0.996071581033]
Solution 906	0.9953366206 [0.994601660169-0.996071581033]
Solution 907	0.9953366206 [0.994601660169-0.996071581033]
Solution 908	0.9953249569 [0.994589813874-0.996060100023]
Solution 909	0.9953249569 [0.994589813874-0.996060100023]
Solution 910	0.9953249569 [0.994589813874-0.996060100023]
Solution 911	0.9945650188 [0.993818946074-0.995311091584]
Solution 912	0.9945650188 [0.993818946074-0.995311091584]
Solution 913	0.9945593339 [0.993813181108-0.995305486752]
Solution 914	0.9945593339 [0.993813181108-0.995305486752]
Solution 915	0.9949109680 [0.994170488085-0.995651447859]
Solution 916	0.9949109680 [0.994170488085-0.995651447859]
Solution 917	0.9949109680 [0.994170488085-0.995651447859]
Solution 918	0.9949052678 [0.994164707900-0.995645827742]
Solution 919	0.9949052678 [0.994164707900-0.995645827742]
Solution 920	0.9949052678 [0.994164707900-0.995645827742]
Solution 921	0.9948887622 [0.994147990521-0.995629533864]
Solution 922	0.9948887622 [0.994147990521-0.995629533864]
Solution 923	0.9948887622 [0.994147990521-0.995629533864]
Solution 924	0.9942548527 [0.993500396482-0.995009308968]
Solution 925	0.9942548527 [0.993500396482-0.995009308968]
Solution 926	0.9942432023 [0.993488555087-0.994997849495]
Solution 927	0.9942432023 [0.993488555087-0.994997849495]
Solution 928	0.9946471281 [0.993901860324-0.995392395778]
Solution 929	0.9946471281 [0.993901860324-0.995392395778]
Solution 930	0.9946471281 [0.993901860324-0.995392395778]
Solution 931	0.9946354624 [0.993890004900-0.995380919831]
Solution 932	0.9946354624 [0.993890004900-0.995380919831]
Solution 933	0.9946354624 [0.993890004900-0.995380919831]
Solution 934	0.9946166812 [0.993870914738-0.995362447563]
Solution 935	0.9946166812 [0.993870914738-0.995362447563]
Solution 936	0.9946166812 [0.993870914738-0.995362447563]
Solution 937	0.9949797460 [0.994240028352-0.995719463646]
Solution 938	0.9946582986 [0.993914812928-0.995401784187]
Solution 939	0.9949801212 [0.994240279881-0.995719962510]
Solution 940	0.9947246302 [0.993982273751-0.995466986602]
Solution 941	0.9949884538 [0.994248768334-0.995728139323]
Solution 942	0.9948659504 [0.994124906917-0.995606993890]
Solution 943	0.9945693788 [0.993824462315-0.995314295374]
Solution 944	0.9942690909 [0.993514911549-0.995023270253]
Solution 945	0.9943415091 [0.993588530272-0.995094487834]
Solution 946	0.9944908935 [0.993739227349-0.995242559609]
Solution 947	0.9942020923 [0.993446774081-0.994957410449]
Solution 948	0.9940724469 [0.993314177151-0.994830716598]
Solution 949	0.9954403906 [0.994708186073-0.996172595128]
Solution 950	0.9954403906 [0.994708186073-0.996172595128]
Solution 951	0.9950108182 [0.994273141065-0.995748495391]
Solution 952	0.9950108182 [0.994273141065-0.995748495391]
Solution 953	0.9954403906 [0.994708186073-0.996172595128]
Solution 954	0.9950108182 [0.994273141065-0.995748495391]
Solution 955	0.9954491086 [0.994716923146-0.996181294050]
Solution 956	0.9954491086 [0.994716923146-0.996181294050]
Solution 957	0.9950829161 [0.994346470103-0.995819362075]
Solution 958	0.9950829161 [0.994346470103-0.995819362075]
Solution 959	0.9954491086 [0.994716923146-0.996181294050]
Solution 960	0.9950829161 [0.994346470103-0.995819362075]
Solution 961	0.9954361373 [0.994703898195-0.996168376501]
Solution 962	0.9954361373 [0.994703898195-0.996168376501]
