Candidate	Score
Solution 1430	0.9937561180 [0.992843653847-0.994668582108]
Solution 1431	0.9936976869 [0.992783768239-0.994611605468]
Solution 1432	0.9937612741 [0.992848864506-0.994673683781]
Solution 1433	0.9937019960 [0.992788132603-0.994615859456]
Solution 1434	0.9937561180 [0.992843653847-0.994668582108]
Solution 1435	0.9936976869 [0.992783768239-0.994611605468]
Solution 1436	0.9949330751 [0.994193808495-0.995672341750]
Solution 1437	0.9949330751 [0.994193808495-0.995672341750]
Solution 1438	0.9947038093 [0.993959588492-0.995448030050]
Solution 1439	0.9947038093 [0.993959588492-0.995448030050]
Solution 1440	0.9950852710 [0.994347316538-0.995823225433]
Solution 1441	0.9950852710 [0.994347316538-0.995823225433]
Solution 1442	0.9948141742 [0.994072231837-0.995556116565]
Solution 1443	0.9948141742 [0.994072231837-0.995556116565]
Solution 1444	0.9943929711 [0.993640870233-0.995145071899]
Solution 1445	0.9943929711 [0.993640870233-0.995145071899]
Solution 1446	0.9948507930 [0.994107876841-0.995593709249]
Solution 1447	0.9948507930 [0.994107876841-0.995593709249]
Solution 1448	0.9945503231 [0.993802837199-0.995297808992]
Solution 1449	0.9945503231 [0.993802837199-0.995297808992]
Solution 1450	0.9940375362 [0.993274445383-0.994800627107]
Solution 1451	0.9940375362 [0.993274445383-0.994800627107]
Solution 1452	0.9955447615 [0.994814367661-0.996275155390]
Solution 1453	0.9955447615 [0.994814367661-0.996275155390]
Solution 1454	0.9951184826 [0.994381971380-0.995854993722]
Solution 1455	0.9951184826 [0.994381971380-0.995854993722]
Solution 1456	0.9947363925 [0.993993244620-0.995479540294]
Solution 1457	0.9947363925 [0.993993244620-0.995479540294]
Solution 1458	0.9955404371 [0.994810009046-0.996270865148]
Solution 1459	0.9955404371 [0.994810009046-0.996270865148]
Solution 1460	0.9951130915 [0.994376506805-0.995849676206]
Solution 1461	0.9951130915 [0.994376506805-0.995849676206]
Solution 1462	0.9947250359 [0.993981704044-0.995468367710]
Solution 1463	0.9947250359 [0.993981704044-0.995468367710]
Solution 1464	0.9955114066 [0.994782392021-0.996240421163]
Solution 1465	0.9955114066 [0.994782392021-0.996240421163]
Solution 1466	0.9950843416 [0.994348524629-0.995820158642]
Solution 1467	0.9950843416 [0.994348524629-0.995820158642]
Solution 1468	0.9945746865 [0.993828223731-0.995321149295]
Solution 1469	0.9945746865 [0.993828223731-0.995321149295]
Solution 1470	0.9955072428 [0.994778193844-0.996236291792]
Solution 1471	0.9955072428 [0.994778193844-0.996236291792]
Solution 1472	0.9950797976 [0.994343904148-0.995815691012]
Solution 1473	0.9950797976 [0.994343904148-0.995815691012]
Solution 1474	0.9945644118 [0.993817768892-0.995311054713]
Solution 1475	0.9945644118 [0.993817768892-0.995311054713]
Solution 1476	0.9955447615 [0.994814367661-0.996275155390]
Solution 1477	0.9951184826 [0.994381971380-0.995854993722]
Solution 1478	0.9947363925 [0.993993244620-0.995479540294]
Solution 1479	0.9955404371 [0.994810009046-0.996270865148]
Solution 1480	0.9951130915 [0.994376506805-0.995849676206]
Solution 1481	0.9947250359 [0.993981704044-0.995468367710]
Solution 1482	0.9955114066 [0.994782392021-0.996240421163]
Solution 1483	0.9950843416 [0.994348524629-0.995820158642]
Solution 1484	0.9945746865 [0.993828223731-0.995321149295]
Solution 1485	0.9955072428 [0.994778193844-0.996236291792]
Solution 1486	0.9950797976 [0.994343904148-0.995815691012]
Solution 1487	0.9945644118 [0.993817768892-0.995311054713]
Solution 1488	0.9955447615 [0.994814367661-0.996275155390]
Solution 1489	0.9951184826 [0.994381971380-0.995854993722]
Solution 1490	0.9947363925 [0.993993244620-0.995479540294]
Solution 1491	0.9955404371 [0.994810009046-0.996270865148]
Solution 1492	0.9951130915 [0.994376506805-0.995849676206]
Solution 1493	0.9947250359 [0.993981704044-0.995468367710]
Solution 1494	0.9955114066 [0.994782392021-0.996240421163]
Solution 1495	0.9950843416 [0.994348524629-0.995820158642]
Solution 1496	0.9945746865 [0.993828223731-0.995321149295]
Solution 1497	0.9955072428 [0.994778193844-0.996236291792]
Solution 1498	0.9950797976 [0.994343904148-0.995815691012]
Solution 1499	0.9945644118 [0.993817768892-0.995311054713]
Solution 1500	0.9955447615 [0.994814367661-0.996275155390]
Solution 1501	0.9955404371 [0.994810009046-0.996270865148]
Solution 1502	0.9955114066 [0.994782392021-0.996240421163]
Solution 1503	0.9955072428 [0.994778193844-0.996236291792]
Solution 1504	0.9951184826 [0.994381971380-0.995854993722]
Solution 1505	0.9951130915 [0.994376506805-0.995849676206]
Solution 1506	0.9950843416 [0.994348524629-0.995820158642]
Solution 1507	0.9950797976 [0.994343904148-0.995815691012]
Solution 1508	0.9947363925 [0.993993244620-0.995479540294]
Solution 1509	0.9945746865 [0.993828223731-0.995321149295]
Solution 1510	0.9947250359 [0.993981704044-0.995468367710]
Solution 1511	0.9945644118 [0.993817768892-0.995311054713]
