Candidate	Score
Solution 480	0.9952780126 [0.994545881828-0.996010143282]
Solution 481	0.9954648028 [0.994735107139-0.996194498509]
Solution 482	0.9954593325 [0.994729564101-0.996189100836]
Solution 483	0.9954486470 [0.994718781115-0.996178512831]
Solution 484	0.9936739254 [0.992921673687-0.994426177069]
Solution 485	0.9936636181 [0.992911214567-0.994416021694]
Solution 486	0.9937506974 [0.992999614437-0.994501780453]
Solution 487	0.9937403851 [0.992989153145-0.994491617081]
Solution 488	0.9937313153 [0.992979910225-0.994482720384]
Solution 489	0.9932912852 [0.992531691688-0.994050878709]
Solution 490	0.9932917041 [0.992532133739-0.994051274497]
Solution 491	0.9949144383 [0.994173711814-0.995655164771]
Solution 492	0.9949148572 [0.994174147536-0.995655566887]
Solution 493	0.9949889246 [0.994249380579-0.995728468630]
Solution 494	0.9932797436 [0.992519423190-0.994040063934]
Solution 495	0.9928013915 [0.992030047353-0.993572735610]
Solution 496	0.9932862612 [0.992526152742-0.994046369691]
Solution 497	0.9928079091 [0.992036771278-0.993579046992]
Solution 498	0.9948065635 [0.994064599217-0.995548527768]
Solution 499	0.9944254200 [0.993672755441-0.995178084629]
Solution 500	0.9931967446 [0.992434698658-0.993958790632]
Solution 501	0.9928233715 [0.992051515841-0.993595227223]
Solution 502	0.9926045817 [0.991829063517-0.993380099917]
Solution 503	0.9953657630 [0.994632214026-0.996099311881]
Solution 504	0.9936254487 [0.992870663274-0.994380234075]
Solution 505	0.9953661819 [0.994632649934-0.996099713812]
Solution 506	0.9936319663 [0.992877394468-0.994386538189]
Solution 507	0.9953539671 [0.994620231186-0.996087703051]
Solution 508	0.9936088109 [0.992853773843-0.994363847883]
Solution 509	0.9953543860 [0.994620667101-0.996088104974]
Solution 510	0.9936153285 [0.992860505106-0.994370151928]
Solution 511	0.9954495692 [0.994717539973-0.996181598439]
Solution 512	0.9954453160 [0.994713252334-0.996177379573]
Solution 513	0.9956018515 [0.994870562114-0.996333140880]
Solution 514	0.9955975932 [0.994866271544-0.996328914777]
Solution 515	0.9955857841 [0.994854279571-0.996317288644]
Solution 516	0.9951590832 [0.994422923491-0.995895242835]
Solution 517	0.9951533830 [0.994417145756-0.995889620268]
Solution 518	0.9953466655 [0.994612754284-0.996080576747]
Solution 519	0.9953409603 [0.994606974797-0.996074945764]
Solution 520	0.9953243093 [0.994590118725-0.996058499776]
Solution 521	0.9935162846 [0.992759716585-0.994272852573]
Solution 522	0.9935057425 [0.992749021533-0.994262463371]
Solution 523	0.9935993140 [0.992843838566-0.994354789434]
Solution 524	0.9935887668 [0.992833141436-0.994344392142]
Solution 525	0.9935737314 [0.992817833904-0.994329628987]
Solution 526	0.9931934228 [0.992431174888-0.993955670665]
Solution 527	0.9931999404 [0.992437901542-0.993961979319]
Solution 528	0.9931745094 [0.992411913739-0.993937105018]
Solution 529	0.9931810270 [0.992418640427-0.993943413638]
Solution 530	0.9948201845 [0.994076849806-0.995563519143]
Solution 531	0.9948085188 [0.994064996736-0.995552040841]
Solution 532	0.9952690404 [0.994532809428-0.996005271288]
Solution 533	0.9952573696 [0.994520954382-0.995993784795]
Solution 534	0.9952384430 [0.994501724508-0.995975161436]
Solution 535	0.9931851562 [0.992422201474-0.993948110998]
Solution 536	0.9931686486 [0.992405442952-0.993931854195]
Solution 537	0.9935294592 [0.992772040093-0.994286878283]
Solution 538	0.9935129464 [0.992755278811-0.994270614073]
Solution 539	0.9934956355 [0.992737599750-0.994253671275]
Solution 540	0.9927899271 [0.992018289942-0.993561564300]
Solution 541	0.9927711439 [0.991999161579-0.993543126166]
Solution 542	0.9931845594 [0.992421978807-0.993947139947]
Solution 543	0.9931657710 [0.992402846743-0.993928695347]
Solution 544	0.9931406888 [0.992377294550-0.993904082956]
Solution 545	0.9937818185 [0.993031657100-0.994531979860]
Solution 546	0.9937822374 [0.993032099566-0.994532375233]
Solution 547	0.9937818185 [0.993031657100-0.994531979860]
Solution 548	0.9937822374 [0.993032099566-0.994532375233]
Solution 549	0.9924031038 [0.991478480424-0.993327727272]
Solution 550	0.9924035228 [0.991478918165-0.993328127370]
Solution 551	0.9953077630 [0.994576066074-0.996039459827]
Solution 552	0.9936652979 [0.992913111510-0.994417484240]
Solution 553	0.9953081819 [0.994576502105-0.996039861635]
Solution 554	0.9936718155 [0.992919844861-0.994423786197]
Solution 555	0.9953761627 [0.994645575928-0.996106749531]
Solution 556	0.9951860313 [0.994452850971-0.995919211575]
Solution 557	0.9936094586 [0.992856051299-0.994362865823]
Solution 558	0.9955018955 [0.994772724314-0.996231066675]
Solution 559	0.9955018955 [0.994772724314-0.996231066675]
Solution 560	0.9937538109 [0.993002905660-0.994504716081]
Solution 561	0.9937538109 [0.993002905660-0.994504716081]
Solution 562	0.9955023144 [0.994773160358-0.996231468469]
Solution 563	0.9955023144 [0.994773160358-0.996231468469]
Solution 564	0.9937603285 [0.993009638460-0.994511018588]
Solution 565	0.9937603285 [0.993009638460-0.994511018588]
Solution 566	0.9954960652 [0.994766817193-0.996225313194]
Solution 567	0.9954960652 [0.994766817193-0.996225313194]
Solution 568	0.9937431386 [0.992992080135-0.994494197052]
Solution 569	0.9937431386 [0.992992080135-0.994494197052]
Solution 570	0.9954964841 [0.994767253250-0.996225714976]
Solution 571	0.9954964841 [0.994767253250-0.996225714976]
Solution 572	0.9937496562 [0.992998813055-0.994500499439]
Solution 573	0.9937496562 [0.992998813055-0.994500499439]
Solution 574	0.9955817342 [0.994853914407-0.996309554021]
Solution 575	0.9955817342 [0.994853914407-0.996309554021]
Solution 576	0.9955777158 [0.994849862459-0.996305569223]
Solution 577	0.9955777158 [0.994849862459-0.996305569223]
Solution 578	0.9957277592 [0.995000835406-0.996454682895]
Solution 579	0.9957277592 [0.995000835406-0.996454682895]
Solution 580	0.9957277592 [0.995000835406-0.996454682895]
Solution 581	0.9957237357 [0.994996780418-0.996450690969]
Solution 582	0.9957237357 [0.994996780418-0.996450690969]
Solution 583	0.9957237357 [0.994996780418-0.996450690969]
Solution 584	0.9957178922 [0.994990865204-0.996444919145]
Solution 585	0.9957178922 [0.994990865204-0.996444919145]
Solution 586	0.9957178922 [0.994990865204-0.996444919145]
Solution 587	0.9952834778 [0.994551423023-0.996015532629]
Solution 588	0.9952834778 [0.994551423023-0.996015532629]
Solution 589	0.9952780126 [0.994545881828-0.996010143282]
Solution 590	0.9952780126 [0.994545881828-0.996010143282]
Solution 591	0.9954648028 [0.994735107139-0.996194498509]
Solution 592	0.9954648028 [0.994735107139-0.996194498509]
Solution 593	0.9954648028 [0.994735107139-0.996194498509]
Solution 594	0.9954593325 [0.994729564101-0.996189100836]
Solution 595	0.9954593325 [0.994729564101-0.996189100836]
Solution 596	0.9954593325 [0.994729564101-0.996189100836]
Solution 597	0.9954486470 [0.994718781115-0.996178512831]
Solution 598	0.9954486470 [0.994718781115-0.996178512831]
Solution 599	0.9954486470 [0.994718781115-0.996178512831]
Solution 600	0.9936739254 [0.992921673687-0.994426177069]
Solution 601	0.9936739254 [0.992921673687-0.994426177069]
Solution 602	0.9936636181 [0.992911214567-0.994416021694]
Solution 603	0.9936636181 [0.992911214567-0.994416021694]
Solution 604	0.9937506974 [0.992999614437-0.994501780453]
Solution 605	0.9937506974 [0.992999614437-0.994501780453]
Solution 606	0.9937506974 [0.992999614437-0.994501780453]
Solution 607	0.9937403851 [0.992989153145-0.994491617081]
Solution 608	0.9937403851 [0.992989153145-0.994491617081]
Solution 609	0.9937403851 [0.992989153145-0.994491617081]
Solution 610	0.9937313153 [0.992979910225-0.994482720384]
Solution 611	0.9937313153 [0.992979910225-0.994482720384]
Solution 612	0.9937313153 [0.992979910225-0.994482720384]
Solution 613	0.9953077630 [0.994576066074-0.996039459827]
Solution 614	0.9936652979 [0.992913111510-0.994417484240]
Solution 615	0.9953081819 [0.994576502105-0.996039861635]
Solution 616	0.9936718155 [0.992919844861-0.994423786197]
Solution 617	0.9953761627 [0.994645575928-0.996106749531]
Solution 618	0.9951860313 [0.994452850971-0.995919211575]
Solution 619	0.9936094586 [0.992856051299-0.994362865823]
Solution 620	0.9955018955 [0.994772724314-0.996231066675]
Solution 621	0.9955018955 [0.994772724314-0.996231066675]
Solution 622	0.9937538109 [0.993002905660-0.994504716081]
Solution 623	0.9937538109 [0.993002905660-0.994504716081]
Solution 624	0.9955018955 [0.994772724314-0.996231066675]
Solution 625	0.9937538109 [0.993002905660-0.994504716081]
Solution 626	0.9955023144 [0.994773160358-0.996231468469]
Solution 627	0.9955023144 [0.994773160358-0.996231468469]
Solution 628	0.9937603285 [0.993009638460-0.994511018588]
Solution 629	0.9937603285 [0.993009638460-0.994511018588]
Solution 630	0.9955023144 [0.994773160358-0.996231468469]
Solution 631	0.9937603285 [0.993009638460-0.994511018588]
Solution 632	0.9954960652 [0.994766817193-0.996225313194]
Solution 633	0.9954960652 [0.994766817193-0.996225313194]
Solution 634	0.9937431386 [0.992992080135-0.994494197052]
Solution 635	0.9937431386 [0.992992080135-0.994494197052]
Solution 636	0.9954960652 [0.994766817193-0.996225313194]
Solution 637	0.9937431386 [0.992992080135-0.994494197052]
Solution 638	0.9954964841 [0.994767253250-0.996225714976]
Solution 639	0.9954964841 [0.994767253250-0.996225714976]
Solution 640	0.9937496562 [0.992998813055-0.994500499439]
Solution 641	0.9937496562 [0.992998813055-0.994500499439]
Solution 642	0.9954964841 [0.994767253250-0.996225714976]
Solution 643	0.9937496562 [0.992998813055-0.994500499439]
Solution 644	0.9955817342 [0.994853914407-0.996309554021]
Solution 645	0.9955817342 [0.994853914407-0.996309554021]
Solution 646	0.9955777158 [0.994849862459-0.996305569223]
Solution 647	0.9955777158 [0.994849862459-0.996305569223]
Solution 648	0.9957277592 [0.995000835406-0.996454682895]
Solution 649	0.9957277592 [0.995000835406-0.996454682895]
Solution 650	0.9957277592 [0.995000835406-0.996454682895]
Solution 651	0.9957237357 [0.994996780418-0.996450690969]
Solution 652	0.9957237357 [0.994996780418-0.996450690969]
Solution 653	0.9957237357 [0.994996780418-0.996450690969]
Solution 654	0.9957178922 [0.994990865204-0.996444919145]
Solution 655	0.9957178922 [0.994990865204-0.996444919145]
Solution 656	0.9957178922 [0.994990865204-0.996444919145]
Solution 657	0.9952834778 [0.994551423023-0.996015532629]
Solution 658	0.9952834778 [0.994551423023-0.996015532629]
Solution 659	0.9952780126 [0.994545881828-0.996010143282]
Solution 660	0.9952780126 [0.994545881828-0.996010143282]
Solution 661	0.9954648028 [0.994735107139-0.996194498509]
Solution 662	0.9954648028 [0.994735107139-0.996194498509]
Solution 663	0.9954648028 [0.994735107139-0.996194498509]
Solution 664	0.9954593325 [0.994729564101-0.996189100836]
Solution 665	0.9954593325 [0.994729564101-0.996189100836]
Solution 666	0.9954593325 [0.994729564101-0.996189100836]
Solution 667	0.9954486470 [0.994718781115-0.996178512831]
Solution 668	0.9954486470 [0.994718781115-0.996178512831]
Solution 669	0.9954486470 [0.994718781115-0.996178512831]
Solution 670	0.9936739254 [0.992921673687-0.994426177069]
Solution 671	0.9936739254 [0.992921673687-0.994426177069]
Solution 672	0.9936636181 [0.992911214567-0.994416021694]
Solution 673	0.9936636181 [0.992911214567-0.994416021694]
Solution 674	0.9937506974 [0.992999614437-0.994501780453]
Solution 675	0.9937506974 [0.992999614437-0.994501780453]
Solution 676	0.9937506974 [0.992999614437-0.994501780453]
Solution 677	0.9937403851 [0.992989153145-0.994491617081]
Solution 678	0.9937403851 [0.992989153145-0.994491617081]
Solution 679	0.9937403851 [0.992989153145-0.994491617081]
Solution 680	0.9937313153 [0.992979910225-0.994482720384]
Solution 681	0.9937313153 [0.992979910225-0.994482720384]
Solution 682	0.9937313153 [0.992979910225-0.994482720384]
Solution 683	0.9955817342 [0.994853914407-0.996309554021]
Solution 684	0.9955777158 [0.994849862459-0.996305569223]
Solution 685	0.9957277592 [0.995000835406-0.996454682895]
Solution 686	0.9957277592 [0.995000835406-0.996454682895]
Solution 687	0.9957237357 [0.994996780418-0.996450690969]
Solution 688	0.9957237357 [0.994996780418-0.996450690969]
Solution 689	0.9957178922 [0.994990865204-0.996444919145]
Solution 690	0.9957178922 [0.994990865204-0.996444919145]
Solution 691	0.9952834778 [0.994551423023-0.996015532629]
Solution 692	0.9952780126 [0.994545881828-0.996010143282]
Solution 693	0.9954648028 [0.994735107139-0.996194498509]
Solution 694	0.9954648028 [0.994735107139-0.996194498509]
Solution 695	0.9954593325 [0.994729564101-0.996189100836]
Solution 696	0.9954593325 [0.994729564101-0.996189100836]
Solution 697	0.9954486470 [0.994718781115-0.996178512831]
Solution 698	0.9954486470 [0.994718781115-0.996178512831]
Solution 699	0.9936739254 [0.992921673687-0.994426177069]
Solution 700	0.9936636181 [0.992911214567-0.994416021694]
Solution 701	0.9937506974 [0.992999614437-0.994501780453]
Solution 702	0.9937506974 [0.992999614437-0.994501780453]
Solution 703	0.9937403851 [0.992989153145-0.994491617081]
Solution 704	0.9937403851 [0.992989153145-0.994491617081]
Solution 705	0.9937313153 [0.992979910225-0.994482720384]
Solution 706	0.9937313153 [0.992979910225-0.994482720384]
Solution 707	0.9957277592 [0.995000835406-0.996454682895]
Solution 708	0.9957237357 [0.994996780418-0.996450690969]
Solution 709	0.9957178922 [0.994990865204-0.996444919145]
Solution 710	0.9954648028 [0.994735107139-0.996194498509]
Solution 711	0.9954593325 [0.994729564101-0.996189100836]
Solution 712	0.9954486470 [0.994718781115-0.996178512831]
Solution 713	0.9937506974 [0.992999614437-0.994501780453]
Solution 714	0.9937403851 [0.992989153145-0.994491617081]
Solution 715	0.9937313153 [0.992979910225-0.994482720384]
Solution 716	0.9939229618 [0.993012242582-0.994833680988]
Solution 717	0.9923137428 [0.991387927591-0.993239558101]
Solution 718	0.9939233807 [0.993012674963-0.994834086447]
Solution 719	0.9923202605 [0.991394616189-0.993245904811]
Solution 720	0.9939911267 [0.993081250878-0.994901002492]
Solution 721	0.9938342414 [0.992922780304-0.994745702425]
Solution 722	0.9922576687 [0.991330895747-0.993184441557]
Solution 723	0.9941129560 [0.993204180797-0.995021731152]
Solution 724	0.9941129560 [0.993204180797-0.995021731152]
Solution 725	0.9923981175 [0.991473315975-0.993322918999]
Solution 726	0.9923981175 [0.991473315975-0.993322918999]
Solution 727	0.9941129560 [0.993204180797-0.995021731152]
Solution 728	0.9923981175 [0.991473315975-0.993322918999]
Solution 729	0.9941133749 [0.993204613169-0.995022136620]
Solution 730	0.9941133749 [0.993204613169-0.995022136620]
Solution 731	0.9924046351 [0.991480004001-0.993329266280]
Solution 732	0.9924046351 [0.991480004001-0.993329266280]
Solution 733	0.9941133749 [0.993204613169-0.995022136620]
Solution 734	0.9924046351 [0.991480004001-0.993329266280]
Solution 735	0.9941073606 [0.993198529499-0.995016191608]
Solution 736	0.9941073606 [0.993198529499-0.995016191608]
Solution 737	0.9923876801 [0.991462763273-0.993312596905]
Solution 738	0.9923876801 [0.991462763273-0.993312596905]
Solution 739	0.9941073606 [0.993198529499-0.995016191608]
Solution 740	0.9923876801 [0.991462763273-0.993312596905]
Solution 741	0.9941077795 [0.993198961881-0.995016597065]
Solution 742	0.9941077795 [0.993198961881-0.995016597065]
Solution 743	0.9923941977 [0.991469451413-0.993318944074]
Solution 744	0.9923941977 [0.991469451413-0.993318944074]
Solution 745	0.9941077795 [0.993198961881-0.995016597065]
Solution 746	0.9923941977 [0.991469451413-0.993318944074]
Solution 747	0.9941867509 [0.993278873997-0.995094627736]
Solution 748	0.9941867509 [0.993278873997-0.995094627736]
Solution 749	0.9941827325 [0.993274831062-0.995090633926]
Solution 750	0.9941827325 [0.993274831062-0.995090633926]
Solution 751	0.9943389569 [0.993431848460-0.995246065336]
Solution 752	0.9943389569 [0.993431848460-0.995246065336]
Solution 753	0.9943389569 [0.993431848460-0.995246065336]
Solution 754	0.9943349334 [0.993427802085-0.995242064798]
Solution 755	0.9943349334 [0.993427802085-0.995242064798]
Solution 756	0.9943349334 [0.993427802085-0.995242064798]
Solution 757	0.9943293248 [0.993422141799-0.995236507805]
Solution 758	0.9943293248 [0.993422141799-0.995236507805]
Solution 759	0.9943293248 [0.993422141799-0.995236507805]
Solution 760	0.9939217406 [0.993011020211-0.994832461019]
Solution 761	0.9939217406 [0.993011020211-0.994832461019]
Solution 762	0.9939162753 [0.993005497593-0.994827053094]
Solution 763	0.9939162753 [0.993005497593-0.994827053094]
Solution 764	0.9941092467 [0.993200431742-0.995018061673]
Solution 765	0.9941092467 [0.993200431742-0.995018061673]
Solution 766	0.9941092467 [0.993200431742-0.995018061673]
Solution 767	0.9941037764 [0.993194906708-0.995012645997]
Solution 768	0.9941037764 [0.993194906708-0.995012645997]
Solution 769	0.9941037764 [0.993194906708-0.995012645997]
Solution 770	0.9940933257 [0.993184387314-0.995002264159]
Solution 771	0.9940933257 [0.993184387314-0.995002264159]
Solution 772	0.9940933257 [0.993184387314-0.995002264159]
Solution 773	0.9923121882 [0.991386222198-0.993238154136]
Solution 774	0.9923121882 [0.991386222198-0.993238154136]
Solution 775	0.9923018809 [0.991375798399-0.993227963439]
Solution 776	0.9923018809 [0.991375798399-0.993227963439]
Solution 777	0.9923951413 [0.991470198836-0.993320083822]
Solution 778	0.9923951413 [0.991470198836-0.993320083822]
Solution 779	0.9923951413 [0.991470198836-0.993320083822]
Solution 780	0.9923848290 [0.991459772355-0.993309885639]
Solution 781	0.9923848290 [0.991459772355-0.993309885639]
Solution 782	0.9923848290 [0.991459772355-0.993309885639]
Solution 783	0.9923759941 [0.991450804909-0.993301183226]
Solution 784	0.9923759941 [0.991450804909-0.993301183226]
Solution 785	0.9923759941 [0.991450804909-0.993301183226]
Solution 786	0.9941867509 [0.993278873997-0.995094627736]
Solution 787	0.9941827325 [0.993274831062-0.995090633926]
Solution 788	0.9943389569 [0.993431848460-0.995246065336]
Solution 789	0.9943389569 [0.993431848460-0.995246065336]
Solution 790	0.9943349334 [0.993427802085-0.995242064798]
Solution 791	0.9943349334 [0.993427802085-0.995242064798]
Solution 792	0.9943293248 [0.993422141799-0.995236507805]
Solution 793	0.9943293248 [0.993422141799-0.995236507805]
Solution 794	0.9939217406 [0.993011020211-0.994832461019]
Solution 795	0.9939162753 [0.993005497593-0.994827053094]
Solution 796	0.9941092467 [0.993200431742-0.995018061673]
Solution 797	0.9941092467 [0.993200431742-0.995018061673]
Solution 798	0.9941037764 [0.993194906708-0.995012645997]
Solution 799	0.9941037764 [0.993194906708-0.995012645997]
Solution 800	0.9940933257 [0.993184387314-0.995002264159]
Solution 801	0.9940933257 [0.993184387314-0.995002264159]
Solution 802	0.9923121882 [0.991386222198-0.993238154136]
Solution 803	0.9923018809 [0.991375798399-0.993227963439]
Solution 804	0.9923951413 [0.991470198836-0.993320083822]
Solution 805	0.9923951413 [0.991470198836-0.993320083822]
Solution 806	0.9923848290 [0.991459772355-0.993309885639]
Solution 807	0.9923848290 [0.991459772355-0.993309885639]
Solution 808	0.9923759941 [0.991450804909-0.993301183226]
Solution 809	0.9923759941 [0.991450804909-0.993301183226]
Solution 810	0.9943389569 [0.993431848460-0.995246065336]
Solution 811	0.9943349334 [0.993427802085-0.995242064798]
Solution 812	0.9943293248 [0.993422141799-0.995236507805]
Solution 813	0.9941092467 [0.993200431742-0.995018061673]
Solution 814	0.9941037764 [0.993194906708-0.995012645997]
Solution 815	0.9940933257 [0.993184387314-0.995002264159]
Solution 816	0.9923951413 [0.991470198836-0.993320083822]
Solution 817	0.9923848290 [0.991459772355-0.993309885639]
Solution 818	0.9923759941 [0.991450804909-0.993301183226]
Solution 819	0.9932912852 [0.992531691688-0.994050878709]
Solution 820	0.9932917041 [0.992532133739-0.994051274497]
Solution 821	0.9932912852 [0.992531691688-0.994050878709]
Solution 822	0.9932917041 [0.992532133739-0.994051274497]
Solution 823	0.9949144383 [0.994173711814-0.995655164771]
Solution 824	0.9932797436 [0.992519423190-0.994040063934]
Solution 825	0.9949148572 [0.994174147536-0.995655566887]
Solution 826	0.9932862612 [0.992526152742-0.994046369691]
Solution 827	0.9949889246 [0.994249380579-0.995728468630]
Solution 828	0.9948065635 [0.994064599217-0.995548527768]
Solution 829	0.9931967446 [0.992434698658-0.993958790632]
Solution 830	0.9928013915 [0.992030047353-0.993572735610]
Solution 831	0.9928079091 [0.992036771278-0.993579046992]
Solution 832	0.9944254200 [0.993672755441-0.995178084629]
Solution 833	0.9928233715 [0.992051515841-0.993595227223]
Solution 834	0.9926045817 [0.991829063517-0.993380099917]
Solution 835	0.9953657630 [0.994632214026-0.996099311881]
Solution 836	0.9953657630 [0.994632214026-0.996099311881]
Solution 837	0.9936254487 [0.992870663274-0.994380234075]
Solution 838	0.9936254487 [0.992870663274-0.994380234075]
Solution 839	0.9953661819 [0.994632649934-0.996099713812]
Solution 840	0.9953661819 [0.994632649934-0.996099713812]
Solution 841	0.9936319663 [0.992877394468-0.994386538189]
Solution 842	0.9936319663 [0.992877394468-0.994386538189]
Solution 843	0.9953539671 [0.994620231186-0.996087703051]
Solution 844	0.9953539671 [0.994620231186-0.996087703051]
Solution 845	0.9936088109 [0.992853773843-0.994363847883]
Solution 846	0.9936088109 [0.992853773843-0.994363847883]
Solution 847	0.9953543860 [0.994620667101-0.996088104974]
Solution 848	0.9953543860 [0.994620667101-0.996088104974]
Solution 849	0.9936153285 [0.992860505106-0.994370151928]
Solution 850	0.9936153285 [0.992860505106-0.994370151928]
Solution 851	0.9954495692 [0.994717539973-0.996181598439]
Solution 852	0.9954495692 [0.994717539973-0.996181598439]
Solution 853	0.9954453160 [0.994713252334-0.996177379573]
Solution 854	0.9954453160 [0.994713252334-0.996177379573]
Solution 855	0.9956018515 [0.994870562114-0.996333140880]
Solution 856	0.9956018515 [0.994870562114-0.996333140880]
Solution 857	0.9956018515 [0.994870562114-0.996333140880]
Solution 858	0.9955975932 [0.994866271544-0.996328914777]
Solution 859	0.9955975932 [0.994866271544-0.996328914777]
Solution 860	0.9955975932 [0.994866271544-0.996328914777]
Solution 861	0.9955857841 [0.994854279571-0.996317288644]
Solution 862	0.9955857841 [0.994854279571-0.996317288644]
Solution 863	0.9955857841 [0.994854279571-0.996317288644]
Solution 864	0.9951590832 [0.994422923491-0.995895242835]
Solution 865	0.9951590832 [0.994422923491-0.995895242835]
Solution 866	0.9951533830 [0.994417145756-0.995889620268]
Solution 867	0.9951533830 [0.994417145756-0.995889620268]
Solution 868	0.9953466655 [0.994612754284-0.996080576747]
Solution 869	0.9953466655 [0.994612754284-0.996080576747]
Solution 870	0.9953466655 [0.994612754284-0.996080576747]
Solution 871	0.9953409603 [0.994606974797-0.996074945764]
Solution 872	0.9953409603 [0.994606974797-0.996074945764]
Solution 873	0.9953409603 [0.994606974797-0.996074945764]
Solution 874	0.9953243093 [0.994590118725-0.996058499776]
Solution 875	0.9953243093 [0.994590118725-0.996058499776]
Solution 876	0.9953243093 [0.994590118725-0.996058499776]
Solution 877	0.9935162846 [0.992759716585-0.994272852573]
Solution 878	0.9935162846 [0.992759716585-0.994272852573]
Solution 879	0.9935057425 [0.992749021533-0.994262463371]
Solution 880	0.9935057425 [0.992749021533-0.994262463371]
Solution 881	0.9935993140 [0.992843838566-0.994354789434]
Solution 882	0.9935993140 [0.992843838566-0.994354789434]
Solution 883	0.9935993140 [0.992843838566-0.994354789434]
Solution 884	0.9935887668 [0.992833141436-0.994344392142]
Solution 885	0.9935887668 [0.992833141436-0.994344392142]
Solution 886	0.9935887668 [0.992833141436-0.994344392142]
Solution 887	0.9935737314 [0.992817833904-0.994329628987]
Solution 888	0.9935737314 [0.992817833904-0.994329628987]
Solution 889	0.9935737314 [0.992817833904-0.994329628987]
Solution 890	0.9931934228 [0.992431174888-0.993955670665]
Solution 891	0.9931934228 [0.992431174888-0.993955670665]
Solution 892	0.9931999404 [0.992437901542-0.993961979319]
Solution 893	0.9931999404 [0.992437901542-0.993961979319]
Solution 894	0.9931745094 [0.992411913739-0.993937105018]
Solution 895	0.9931745094 [0.992411913739-0.993937105018]
Solution 896	0.9931810270 [0.992418640427-0.993943413638]
Solution 897	0.9931810270 [0.992418640427-0.993943413638]
Solution 898	0.9948201845 [0.994076849806-0.995563519143]
Solution 899	0.9948201845 [0.994076849806-0.995563519143]
Solution 900	0.9948085188 [0.994064996736-0.995552040841]
Solution 901	0.9948085188 [0.994064996736-0.995552040841]
Solution 902	0.9952690404 [0.994532809428-0.996005271288]
Solution 903	0.9952690404 [0.994532809428-0.996005271288]
Solution 904	0.9952690404 [0.994532809428-0.996005271288]
Solution 905	0.9952573696 [0.994520954382-0.995993784795]
Solution 906	0.9952573696 [0.994520954382-0.995993784795]
Solution 907	0.9952573696 [0.994520954382-0.995993784795]
Solution 908	0.9952384430 [0.994501724508-0.995975161436]
Solution 909	0.9952384430 [0.994501724508-0.995975161436]
Solution 910	0.9952384430 [0.994501724508-0.995975161436]
Solution 911	0.9931851562 [0.992422201474-0.993948110998]
Solution 912	0.9931851562 [0.992422201474-0.993948110998]
Solution 913	0.9931686486 [0.992405442952-0.993931854195]
Solution 914	0.9931686486 [0.992405442952-0.993931854195]
Solution 915	0.9935294592 [0.992772040093-0.994286878283]
Solution 916	0.9935294592 [0.992772040093-0.994286878283]
Solution 917	0.9935294592 [0.992772040093-0.994286878283]
Solution 918	0.9935129464 [0.992755278811-0.994270614073]
Solution 919	0.9935129464 [0.992755278811-0.994270614073]
Solution 920	0.9935129464 [0.992755278811-0.994270614073]
Solution 921	0.9934956355 [0.992737599750-0.994253671275]
Solution 922	0.9934956355 [0.992737599750-0.994253671275]
Solution 923	0.9934956355 [0.992737599750-0.994253671275]
Solution 924	0.9927899271 [0.992018289942-0.993561564300]
Solution 925	0.9927899271 [0.992018289942-0.993561564300]
Solution 926	0.9927711439 [0.991999161579-0.993543126166]
Solution 927	0.9927711439 [0.991999161579-0.993543126166]
Solution 928	0.9931845594 [0.992421978807-0.993947139947]
Solution 929	0.9931845594 [0.992421978807-0.993947139947]
Solution 930	0.9931845594 [0.992421978807-0.993947139947]
Solution 931	0.9931657710 [0.992402846743-0.993928695347]
Solution 932	0.9931657710 [0.992402846743-0.993928695347]
Solution 933	0.9931657710 [0.992402846743-0.993928695347]
Solution 934	0.9931406888 [0.992377294550-0.993904082956]
Solution 935	0.9931406888 [0.992377294550-0.993904082956]
Solution 936	0.9931406888 [0.992377294550-0.993904082956]
Solution 937	0.9949144383 [0.994173711814-0.995655164771]
Solution 938	0.9932797436 [0.992519423190-0.994040063934]
Solution 939	0.9949148572 [0.994174147536-0.995655566887]
Solution 940	0.9932862612 [0.992526152742-0.994046369691]
Solution 941	0.9949889246 [0.994249380579-0.995728468630]
Solution 942	0.9948065635 [0.994064599217-0.995548527768]
Solution 943	0.9931967446 [0.992434698658-0.993958790632]
Solution 944	0.9928013915 [0.992030047353-0.993572735610]
Solution 945	0.9928079091 [0.992036771278-0.993579046992]
Solution 946	0.9944254200 [0.993672755441-0.995178084629]
Solution 947	0.9928233715 [0.992051515841-0.993595227223]
Solution 948	0.9926045817 [0.991829063517-0.993380099917]
Solution 949	0.9953657630 [0.994632214026-0.996099311881]
Solution 950	0.9953657630 [0.994632214026-0.996099311881]
Solution 951	0.9936254487 [0.992870663274-0.994380234075]
Solution 952	0.9936254487 [0.992870663274-0.994380234075]
Solution 953	0.9953657630 [0.994632214026-0.996099311881]
Solution 954	0.9936254487 [0.992870663274-0.994380234075]
Solution 955	0.9953661819 [0.994632649934-0.996099713812]
Solution 956	0.9953661819 [0.994632649934-0.996099713812]
Solution 957	0.9936319663 [0.992877394468-0.994386538189]
Solution 958	0.9936319663 [0.992877394468-0.994386538189]
Solution 959	0.9953661819 [0.994632649934-0.996099713812]
Solution 960	0.9936319663 [0.992877394468-0.994386538189]
Solution 961	0.9953539671 [0.994620231186-0.996087703051]
